"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Solyc02g092590"	"Os03g0604500 protein "	357.120804333016	-0.162210944009573	0.65605596886322	-0.24725168538691	0.804713447544724	0.949797407470088
"Solyc12g088020"	"Prenylcysteine oxidase 1 "	855.047168435539	-0.162185611381644	0.301087784639204	-0.538665530971282	0.590117661714134	0.872024457768342
"Solyc04g080710"	"BHLH transcription factor-like protein "	17.3203620869829	-0.162180156285005	1.14712426863011	-0.141379762175792	0.8875699411191	0.973582750122764
"Solyc06g051540"	"Pto-like, Serine/threonine kinase protein, resistance protein"	667.00611504304	-0.162104408566679	0.441156434179683	-0.367453347627371	0.713280884721542	0.922751806560127
"Solyc03g098050"	"Calmodulin 3 protein "	2768.58880867812	-0.162036314733431	0.220177925323124	-0.735933516021795	0.461771159094619	0.807175125551634
"Solyc04g008665"	NA	779.69941394857	-0.16199109137455	0.167705959042374	-0.965923287994907	0.334082568306025	0.725048072943369
"Solyc03g093970"	"Signal recognition particle 68 "	745.992644194481	-0.16189393578771	0.15524022909593	-1.04286071162436	0.297012808111862	0.701019354596888
"Solyc01g104417"	NA	26.1843298118047	-0.161747632162042	0.668156611632745	-0.242080418491686	0.808717850791054	0.950439139277119
"Solyc06g061170"	"Solute carrier family 25 "	531.099582275187	-0.161717064765706	0.349572421892775	-0.46261390955866	0.643641136636937	0.896288465899539
"Solyc08g077320"	"Pentatricopeptide repeat-containing protein "	106.066803370142	-0.161681603327024	0.516593294956947	-0.312976581201075	0.754298454469519	0.934256720878632
"Solyc09g031750"	"Vesicular glutamate transporter "	1438.54555284227	-0.161606971036936	0.353180843107936	-0.457575698655736	0.647257305855843	0.897305527412988
"Solyc07g040660"	"Unknown Protein "	225.583432102966	-0.161579503009176	0.440495218252224	-0.366813296294755	0.713758288951795	0.922751806560127
"Solyc08g069030"	"Delta-aminolevulinic acid dehydratase "	4116.91423650769	-0.161530645943775	0.18918972322816	-0.853802432751445	0.393214466335402	0.764672900086927
"Solyc02g049070"	"Genomic DNA chromosome 5 P1 clone MAH20 "	913.556333517156	-0.161487903445847	0.197225915946452	-0.818796569765671	0.412902488358538	0.778131184430786
"Solyc12g098890"	"50S ribosomal protein L18 "	1126.00833211152	-0.161463725931311	0.59797405186166	-0.270017947147755	0.787146446442138	0.945251812026466
"Solyc05g050560"	"Transcription factor "	482.204978302945	-0.161431386219642	0.722552085560242	-0.223418338201147	0.823209933188798	0.954784397984328
"Solyc11g005450"	"Transcription elongation factor A protein 3 "	2852.84517209085	-0.161385569335509	0.189856951117609	-0.85003771726818	0.395304116920526	0.765973769081415
"Solyc12g096950"	"Oxidation resistance 1-like protein "	30.5055012860007	-0.16135803559687	0.576911831191506	-0.279692713639819	0.779713268989659	0.943226988538632
"Solyc02g090850"	"Splicing factor arginine/serine-rich 16 "	5155.0318474626	-0.161357466436164	0.361634080090619	-0.446189878995172	0.655460093171815	0.900977448540398
"Solyc12g010910"	"Lipase "	289.301034227399	-0.161315808952115	0.798355221341578	-0.202060191553624	0.839869668452657	0.959953245074926
"Solyc10g078690"	"Mitochondrial protein translocase family "	2585.33725366533	-0.16120992099668	0.215547629928722	-0.747908576169403	0.454515304248364	0.802001998795223
"Solyc04g007660"	"SMP-30/Gluconolaconase/LRE domain protein "	572.169297926172	-0.161176767430834	0.227561132965862	-0.708278981257372	0.478772027083575	0.816491483141451
"Solyc09g018370"	"Protein MON2 homolog "	2217.10577016126	-0.161165512368574	0.161387913214755	-0.998621948560143	0.317977863582064	0.714121638822124
"Solyc01g107215"	NA	32.3595442599611	-0.16096782725463	0.385002024538599	-0.418096054033845	0.675876889902175	0.90929883014904
"Solyc05g009970"	"Unknown Protein "	365.050963213299	-0.160890889450541	0.203289339755362	-0.791437906405505	0.428688497180157	0.787158018304747
"Solyc12g056527"	NA	105.724691227987	-0.160770025247928	0.333079182031754	-0.482678095542462	0.629324318598166	0.891790394186006
"Solyc03g119400"	"Os05g0264200 protein "	1561.2756533454	-0.160753348284716	0.171746417785143	-0.935992437908197	0.349277081226928	0.733553563950192
"Solyc02g086625"	NA	18.2874975220418	-0.160722326778626	0.685376128857155	-0.23450237032128	0.814594993237602	0.951805517663038
"Solyc05g017900"	"Transporter EamA "	222.044767811534	-0.160418587724409	0.222068281964251	-0.722384062710193	0.470058382626768	0.811561703310892
"Solyc12g015970"	"GPI-anchored protein "	595.95461126638	-0.1604106808359	0.489356782709767	-0.32779903437251	0.743063617480744	0.930524386415719
"Solyc11g069290"	"Glutamine amidotransferase subunit pdxT "	314.493458612461	-0.160386057543318	0.264301227055474	-0.606830544565178	0.543963375282699	0.850537055506572
"Solyc04g057950"	"F-box family protein "	28.077405510536	-0.160365672395178	0.633641702740629	-0.253085729208737	0.800201966414908	0.948328222807181
"Solyc08g075990"	"Os02g0129300 protein "	426.802645705666	-0.160332976156386	0.401982322779328	-0.398855788104897	0.689999467633894	0.915168148918335
"Solyc09g047840"	"Autophagy-related protein 10 "	165.596257937246	-0.160318189714731	0.252643521895962	-0.634562835855136	0.525713573068869	0.841491639415223
"Solyc06g060490"	"BZIP transcription factor family protein "	990.588040255354	-0.160256130404796	0.290907527770272	-0.550883408322625	0.581713601920501	0.86785559910525
"Solyc03g006390"	"Transcriptional corepressor LEUNIG "	83.7058649320556	-0.160068541161424	0.344537027084443	-0.464590243074781	0.642224920750886	0.896288465899539
"Solyc02g037510"	"Amino acid transporter "	1145.82559334698	-0.160049710023053	0.134140360471969	-1.19315103567579	0.232810226980467	0.65100281722048
"Solyc02g080810"	"Aminomethyltransferase "	3097.34270884627	-0.159979614832162	0.559639462553414	-0.285861926359229	0.774983875757092	0.942196192395232
"Solyc07g065950"	"Enhancer of mRNA-decapping protein 4 "	3144.31096629553	-0.15997497349677	0.120117635724208	-1.33181919983903	0.182919607240211	0.598129046917076
"Solyc01g049890"	"Unknown Protein "	6479.37514698523	-0.159825584397417	0.252161338540374	-0.633822715736527	0.526196526817599	0.841661521589299
"Solyc03g120760"	"Receptor-like protein kinase At3g21340 "	611.37112546575	-0.159811898635526	0.128046453421697	-1.24807750909911	0.212002673818322	0.630646610658026
"Solyc08g005240"	"Lysine-specific demethylase 5B "	107.285731953446	-0.159795000434662	0.469315356285305	-0.34048534379838	0.733491058144755	0.927271228056812
"Solyc11g011370"	"Condensin complex subunit 3 "	294.581545378027	-0.159699540621839	0.283501511057146	-0.563311073815222	0.573223078780056	0.864997816276068
"Solyc02g090220"	"Dof zinc finger protein "	45.4866760442659	-0.159673787717571	0.578257736650584	-0.276129098838248	0.782448911545911	0.944057513097248
"Solyc10g005480"	"F-box family protein "	211.080654377857	-0.159290378532884	0.46876472115547	-0.339808802463303	0.734000518562862	0.927306053721812
"Solyc02g082470"	"Serine threonine-protein kinase "	3350.29275646622	-0.15920041036473	0.169319095060844	-0.940238963050929	0.347095000118047	0.732044266153587
"Solyc05g050325"	NA	240.670035631333	-0.159143614611393	0.206069081636537	-0.772282835190625	0.439946929429167	0.792735592542719
"Solyc05g051620"	"DNA-directed RNA polymerase III subunit RPC4 "	469.362981098093	-0.159082581122737	0.359185897136427	-0.44289762596752	0.657839784659564	0.901701877627085
"Solyc08g074520"	"TATA-binding protein-associated factor MOT1 "	596.568593088491	-0.158926273917885	0.171156522949307	-0.928543482768438	0.353125723164928	0.736357813896038
"Solyc03g093430"	"Rho GTPase activating protein 1 "	1566.18190705912	-0.158914212211714	0.185181298619914	-0.858154756425416	0.390807015026848	0.762839568873946
"Solyc10g081220"	"Chaperone protein dnaJ "	872.514344091723	-0.158914134723512	0.201087259818207	-0.79027450504412	0.429367472689924	0.787789628946871
"Solyc03g078015"	NA	70.3444824588903	-0.158895897427573	0.303653935724961	-0.52327955851524	0.60077972397383	0.876673673197613
"Solyc10g007470"	"HAT family dimerisation domain containing protein expressed "	894.869683640499	-0.158873906471283	0.16653581529607	-0.953992426126681	0.340087476189663	0.728143108276407
"Solyc05g021100"	"PH domain containing protein "	1323.4618248499	-0.158872999134605	0.130652431051054	-1.21599726737976	0.223985962970151	0.643071251291266
"Solyc12g011160"	"Enoyl-CoA-hydratase "	2843.5736250518	-0.158870191394803	0.404478394325463	-0.392777942218017	0.694483497618599	0.916360868155397
"Solyc06g064450"	"Cytoplasmic membrane protein "	1021.66304407406	-0.15878899956718	0.356570233804532	-0.445323205677976	0.656086200172283	0.901165350136196
"Solyc03g114330"	"Peroxin Pex14 "	646.282080734499	-0.158669106166801	0.256783558118274	-0.617909913428798	0.536634723849193	0.846802008229947
"Solyc07g041010"	"Genomic DNA chromosome 5 P1 clone MHM17 "	719.342228419947	-0.158513193331893	0.270916812170249	-0.585099138226534	0.558481058285198	0.857414310598814
"Solyc05g007030"	"AT3g17900/MEB5_12 "	1671.75315440351	-0.158484065250337	0.255199718602542	-0.62101974923086	0.534586629062993	0.845832375819568
"Solyc07g062160"	"Zinc finger protein CONSTANS-LIKE 1 "	800.494395270318	-0.158462483250288	0.257732998103191	-0.614831955614944	0.538665703306022	0.847983825563981
"Solyc09g090760"	"Folate/biopterin transporter family protein "	85.3695004322771	-0.158390076280944	0.28050836382107	-0.564653667089861	0.572309354519785	0.864828641993871
"Solyc01g109870"	"SEC14-like protein "	5881.40671234961	-0.158265531946378	0.284236875692143	-0.556808582844808	0.577658219134452	0.865887292212462
"Solyc12g089140"	"2-hydroxyacid dehydrongenase "	35972.7853075852	-0.158217171408918	0.274624400246722	-0.576122046208478	0.564532690920553	0.860723020329556
"Solyc03g043720"	"BRICK1 "	34.7395829459014	-0.158095377271565	0.368127433089146	-0.429458288247919	0.66758974293354	0.905978791972764
"Solyc01g091740"	"Armadillo/beta-catenin repeat family protein "	466.570018034904	-0.158078448642182	0.43118665741635	-0.366612570039575	0.713908030608933	0.922751806560127
"Solyc04g076330"	"Pentatricopeptide repeat-containing protein "	84.736664889257	-0.158058025230019	0.42021000239149	-0.376140559078752	0.706812402807332	0.920552091766096
"Solyc07g006950"	"UPF0414 transmembrane protein C20orf30 homolog "	585.472260552759	-0.157898139227844	0.423282846301951	-0.373032218544493	0.709124464914561	0.921461023123902
"Solyc03g123750"	"Lipase "	401.006582501735	-0.157896526665918	0.378200367142498	-0.417494377012137	0.676316836348406	0.909471875397151
"Solyc05g007755"	NA	214.69908809214	-0.157856860703282	0.258696844630979	-0.61020017823742	0.54172921172084	0.849200276721195
"Solyc12g042360"	"Exostosin-like glycosyltransferase "	706.462473072206	-0.157781327480989	0.21170047864793	-0.745304538226336	0.456087638252076	0.803515221954102
"Solyc02g063350"	"Calmodulin "	474.549625246394	-0.157768321472231	0.667922804162494	-0.236207418715185	0.813271723081911	0.951644890578357
"Solyc05g006420"	"Two-component response regulator ARR3 "	771.051728264106	-0.157726108609341	0.56697712292925	-0.278187782594224	0.780868212933808	0.943729323695102
"Solyc04g016540"	"Pentatricopeptide repeat-containing protein "	481.965225253965	-0.157663820784497	0.348059358199895	-0.452979691739675	0.650563365116973	0.898785675701752
"Solyc04g049840"	"CCR4-NOT transcription complex subunit 4 "	742.658868384972	-0.157635687005889	0.196609243199215	-0.801771495789564	0.422685149915031	0.783826638729337
"Solyc02g069220"	"Unknown Protein "	14.3918165063062	-0.157515117771442	0.708748057902836	-0.222244161398515	0.824123817781564	0.955168195069413
"Solyc08g068200"	"GTP binding protein "	709.230224235787	-0.157487975837603	0.119106335078747	-1.32224684550558	0.186085966464825	0.600363768973049
"Solyc00g009060"	"Hypoxanthine phosphoribosyltransferase "	284.486893051524	-0.157463311615507	0.397951496335937	-0.395684682845324	0.692337656553998	0.915483846700294
"Solyc01g098700"	"Branched-chain amino acid aminotransferase-like protein "	754.205218616899	-0.157417943215697	0.384684871528554	-0.409212721545803	0.682383559302395	0.912791414303358
"Solyc03g111840"	"Polyadenylate-binding protein 1-like "	3887.29945358052	-0.15740584621952	0.340147721741903	-0.462757314420457	0.643538330865868	0.896288465899539
"Solyc05g006780"	"NPH3 domain containing protein-like "	1059.81941764071	-0.15732793459261	0.312852160635581	-0.502882685141081	0.615046755394475	0.884362980768421
"Solyc02g068690"	"Exostosin family protein-like protein "	753.924985708142	-0.1573161202369	0.261541187354657	-0.601496543730127	0.547509313140347	0.851573373998753
"Solyc12g017835"	NA	4542.9223279618	-0.157292032936895	0.13164707506659	-1.19480081769636	0.232164860792946	0.650165590501272
"Solyc07g005650"	"WRKY transcription factor "	419.658780932843	-0.157237024286264	0.253218039641043	-0.620955065086043	0.534629188945394	0.845832375819568
"Solyc04g016160"	"F-box/LRR-repeat protein At5g63520 "	539.118769965901	-0.157183661883113	0.216745608180851	-0.725198831950309	0.468330059333833	0.810469091339517
"Solyc05g010160"	"Importin 9 "	845.394687274414	-0.157066889776499	0.218422253597488	-0.719097469188941	0.47208086656774	0.812364521553385
"Solyc09g082050"	"Histone-lysine N-methyltransferase "	1380.69057944041	-0.157010358086228	0.181390972626474	-0.865590805390017	0.38671459960167	0.758667041749485
"Solyc08g069140"	"Cyclic nucleotide gated channel "	656.495956714199	-0.156977095211084	0.286239541288111	-0.548411636298285	0.583409288266019	0.868496996155552
"Solyc02g081160"	"Diphosphate-fructose-6-phosphate 1-phosphotransferase "	6150.57717846543	-0.156847713386516	0.220822526416607	-0.710288555845087	0.477525215096244	0.81543715610806
"Solyc11g042460"	"Non-lysosomal glucosylceramidase "	516.503755399828	-0.156786590690553	0.667609781117705	-0.234847653711818	0.814326979573752	0.95176537176523
"Solyc08g014080"	"E3 ubiquitin-protein ligase MARCH3 "	1393.04607412072	-0.156759912600619	0.331624495046819	-0.472703057047964	0.636425045263474	0.894418335877013
"Solyc11g068490"	"cDNA clone J013021P22 full insert sequence "	623.567198695614	-0.156689790844733	0.489075670062707	-0.320379443174188	0.748680706930591	0.932278736129204
"Solyc11g018560"	"50S ribosomal protein L25 "	309.463556636151	-0.156683054121848	0.24215087592976	-0.647047232516712	0.517601374933889	0.837502953361532
"Solyc01g104442"	NA	23.2270681034168	-0.156630204187605	0.464830737938774	-0.336961804381008	0.736145693653151	0.927971345885044
"Solyc12g021230"	"DNA gyrase subunit B "	1397.09305032669	-0.156605479270511	0.21679253730276	-0.722374862248164	0.470064037661813	0.811561703310892
"Solyc02g069660"	"Vacuolar protein sorting-associated protein 54 "	358.730328748339	-0.15658415318256	0.207541601380818	-0.75447116212255	0.450566355194593	0.800188150720011
"Solyc08g079060"	"Trehalose 6-phosphate phosphatase "	4169.38741138177	-0.156562016995507	0.458110229220946	-0.341756212826232	0.732534364600688	0.927271228056812
"Solyc12g099710"	"Chromosome 04 contig 1 DNA sequence "	444.542906053992	-0.156467897960462	0.456700138242121	-0.342605322088846	0.731895397699178	0.927271228056812
"Solyc07g008350"	"Porin/voltage-dependent anion-selective channel protein "	1134.68443225093	-0.156433202136548	0.172391185515864	-0.907431558454901	0.364178627134908	0.744347225573371
"Solyc04g014260"	"Zinc finger-homeodomain protein 1 "	17.9578341063352	-0.156421849982383	1.26995630981717	-0.123171048305514	0.901971651074383	0.977345810420928
"Solyc00g029190"	"S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase "	3294.86841273827	-0.156406008716896	1.01294358904682	-0.15440742249435	0.877288501541557	0.9712850443985
"Solyc05g007190."	NA	934.823171437137	-0.156385427778836	0.262790368389306	-0.595095736336736	0.551779478504098	0.853693032729351
"Solyc02g037495"	NA	5261.78908797045	-0.156370011909128	0.365386041930633	-0.427958361745011	0.668681435456976	0.906391550772228
"Solyc02g093030"	"Peptidyl-tRNA hydrolase family protein "	294.564110363326	-0.156233473903723	0.29945696004763	-0.521722633793094	0.601863463321429	0.877457678715373
"Solyc00g027770"	"Pectinesterase "	2484.9706338276	-0.156210089039305	0.333601777175959	-0.468253168078634	0.639603554593909	0.895372173600804
"Solyc12g088220"	"Branched-chain-amino-acid aminotransferase "	1006.63968761144	-0.15618484804975	0.566820602097585	-0.275545467951889	0.782897198822766	0.944120753949801
"Solyc10g006200"	"Endoribonuclease Dicer homolog 1 "	131.285438275859	-0.156165016428448	0.413092334467069	-0.378039008227826	0.705401616122075	0.920497992980169
"Solyc05g018395"	NA	574.998045304726	-0.156118696607902	0.990821058567259	-0.157564976297185	0.874799603622698	0.970323202796242
"Solyc10g080440"	"TBCC domain-containing protein 1 "	2247.96934258501	-0.156116438055429	0.232187800609798	-0.672371406445204	0.501347281295902	0.829144472556028
"Solyc05g052710"	"30S ribosomal protein S31, chloroplastic "	576.81936913168	-0.156115850327062	0.474158813075119	-0.329248019908319	0.741968229745753	0.929887247457096
"Solyc01g090380"	"Os02g0655100 protein "	221.670264108676	-0.156112463121048	0.157433454959641	-0.99160920505155	0.321388197183906	0.716991904718505
"Solyc05g008340"	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7 "	584.790317506402	-0.155955906390395	0.441452341836175	-0.353279146151343	0.723879177845805	0.9249768896179
"Solyc06g034230"	"Unknown Protein "	172.44709505586	-0.155873282761169	0.549663818086219	-0.283579303625765	0.776732799574176	0.943095413019194
"Solyc06g053610"	"Myb-related transcription factor "	797.735677519186	-0.155872553016289	0.302015378811328	-0.516107999631583	0.605778981065181	0.879568380196201
"Solyc03g112670"	"Genomic DNA chromosome 5 P1 clone MDC12 "	818.28367748394	-0.15575411084243	0.314543132588802	-0.495175684048536	0.620476113279798	0.887126353526946
"Solyc01g111860"	"DDB1- and CUL4-associated factor 8-like protein 1 "	671.18291148064	-0.155685955481583	0.181954014124024	-0.855633530434039	0.392200517131376	0.7640988917214
"Solyc08g065140"	"Harpin-induced 1 "	390.230658713266	-0.155661717646424	0.553362420002094	-0.281301570218366	0.778479106058553	0.943226988538632
"Solyc01g090190"	"Nuclear RNA binding protein "	8479.99225862635	-0.155648317577459	0.316456424713223	-0.49184755126558	0.622827118196189	0.888821933783554
"Solyc01g107695"	NA	276.65581644777	-0.155628555337926	0.252098954048566	-0.617331221881802	0.537016277189213	0.847016902789411
"Solyc07g005830"	"Translation initiation factor IF-3 "	1292.96023705292	-0.155596562650503	0.193132090891684	-0.80564841364332	0.420445601936201	0.782339427845825
"Solyc12g056770"	"F-actin capping protein beta subunit family protein "	450.047752922089	-0.155538089647162	0.478880406061035	-0.324795267625418	0.745336026429045	0.931609957303531
"Solyc04g078890"	"Coenzyme Q-binding protein COQ10 homolog, mitochondrial "	357.161044042786	-0.155519381297972	0.139578817009051	-1.11420475277339	0.265191356939187	0.676195904474524
"Solyc01g008040"	"S-locus F-box-like protein a "	8.56824382839224	-0.155503548394765	1.07226351136206	-0.145023631548586	0.884692213751918	NA
"Solyc11g009070"	"Genomic DNA chromosome 5 P1 clone MQN23 "	675.018455741845	-0.155484892449592	0.219213227661426	-0.709286086922357	0.478146960546309	0.816043233603925
"Solyc00g007060"	"Serine/threonine kinase-like protein ABC1063 "	834.571674990289	-0.155465312755058	0.177598468266057	-0.875375301785586	0.381369733782224	0.755293627273824
"Solyc06g065540"	"Phosphatidylinositol-4-phosphate 5-kinase family protein "	2904.63268315453	-0.155461682665245	0.302455132765504	-0.513999154994586	0.607252581452819	0.8799159627975
"Solyc08g042100"	"Armadillo/beta-catenin repeat family protein "	354.623157832769	-0.155371744906661	0.484218831239352	-0.320870926289646	0.748308207328468	0.932241475647001
"Solyc06g009520"	"Pentatricopeptide repeat-containing protein "	2371.61297484728	-0.155303966476397	0.184390405326905	-0.842256223695911	0.399644548904097	0.769678199506436
"Solyc02g071040"	"Glycogen synthase "	913.462085007785	-0.155178423091797	0.193034813895301	-0.803888272588816	0.421461503551645	0.782908290479051
"Solyc04g078130"	"Clathrin-coat assembly protein-like "	835.112255654778	-0.155101470656347	0.140229428828699	-1.10605506955188	0.268702684325053	0.678539087296045
"Solyc03g121730"	"5&apos-nucleotidase surE "	3798.75147822758	-0.155096477421089	0.51433883631819	-0.301545336399876	0.762998684335086	0.938017497781693
"Solyc11g013740"	"Guanylate binding protein "	277.447690820194	-0.155090524420224	1.16498303325528	-0.133126852488881	0.894093058941007	0.975383707880144
"Solyc06g083380"	"Acyl-ACP thioesterase "	1549.87340269075	-0.155034192760464	0.374876869997918	-0.413560305177871	0.679196149013999	0.911277999951522
"Solyc07g006120"	"WD repeat domain phosphoinositide-interacting protein "	422.648358453719	-0.15499474886293	0.251998887189706	-0.615061243291322	0.538514275886698	0.847983825563981
"Solyc04g007410"	"Os06g0731300 protein "	628.787217256654	-0.154951413264805	0.469586572196287	-0.329974114336547	0.741419521444561	0.929887247457096
"Solyc02g093447"	NA	260.143576863697	-0.154842281756389	0.341907580993338	-0.452877591384574	0.65063688770455	0.898785675701752
"Solyc04g081655"	NA	42.430733151701	-0.154828868237715	0.965814907710176	-0.160309047832772	0.872637631912804	0.97005238008961
"Solyc06g083465"	NA	1329.01968879527	-0.154809697145671	0.303879480558543	-0.509444391773753	0.610440767027873	0.881855156627012
"Solyc03g097980"	"Guanine nucleotide-binding protein alpha-1 subunit "	859.368573811319	-0.154763580837907	0.175983545450168	-0.879420746081797	0.379173187561635	0.754299709023882
"Solyc05g014340"	"Serine/threonine-protein phosphatase 2A regulatory subunit delta 1 isoform "	831.289572807932	-0.154733419966724	0.213072153839571	-0.726201979838376	0.467714958439134	0.810226355481165
"Solyc08g065850"	"Unknown Protein "	777.729788648762	-0.154615339401896	0.597120570119944	-0.258934873690314	0.795685490223495	0.946713905858178
"Solyc02g078720"	"Unknown Protein "	59.5162189671719	-0.154486864573981	0.416931371931406	-0.370533078041912	0.710985334929063	0.921582742318562
"Solyc11g064790"	"Signal peptide peptidase family protein "	1481.51400514974	-0.154448726097435	0.287113687510102	-0.537935782291816	0.590621383968365	0.872475415225401
"Solyc01g100330"	"Zinc finger matrin type 2 "	707.236485064916	-0.154415779800281	0.178321698327865	-0.865939373885784	0.386523409389777	0.758667041749485
"Solyc08g006720"	"Glutathione peroxidase "	3446.82985134393	-0.154353766242416	0.601102372976054	-0.256784489933406	0.7973451439424	0.947159628451147
"Solyc03g121330"	"60S ribosomal protein L28 "	5778.85485363039	-0.154330968598648	0.365197766284983	-0.422595598457782	0.672590338534395	0.907744767750799
"Solyc02g090020"	"Stress regulated protein isoform 2 "	382.17811936588	-0.154327691272253	0.365603918619788	-0.422117169462692	0.672939496342159	0.907744767750799
"Solyc02g031840"	"Potassium transporter "	1541.71238802288	-0.154293581166716	0.254489842505697	-0.606285813404368	0.544324977448262	0.850767618550228
"Solyc07g042250"	"chaperonin "	6170.06061820845	-0.154125921901709	0.470412303259716	-0.327640074108808	0.743183818181315	0.930529967029781
"Solyc02g088300"	"Early-responsive to dehydration protein-like "	2605.77656172646	-0.154104069026612	0.22143138988515	-0.695945001774776	0.486463273261952	0.820676630527359
"Solyc08g006830"	"Caffeoyl-CoA O-methyltransferase 1 "	159.825253611095	-0.15407675047374	0.189168028717379	-0.814496781080983	0.415360415508863	0.77972247806608
"Solyc12g005410"	"Bile acid sodium symporter family protein "	659.17250360659	-0.154050444165911	0.379087764841395	-0.40637144865481	0.684469694835938	0.913519081629133
"Solyc01g100590"	"Unknown Protein "	1357.3523730225	-0.154042052190579	0.249306405031037	-0.617882449395561	0.536652828847835	0.846802008229947
"Solyc01g106440"	"Ankyrin repeat-containing protein-like "	900.761353837818	-0.153797766443282	0.135717551893379	-1.13321942738922	0.257122117731527	0.669266751865942
"Solyc03g026230"	"Multidrug resistance protein mdtK "	36.7291274696575	-0.15376653396011	0.989748189884149	-0.155359247464861	0.876538109831573	0.9711669777494
"Solyc12g088895"	NA	19.8166282532563	-0.153733579539019	0.492761069647502	-0.311984020265629	0.75505266764016	0.934256720878632
"Solyc03g113460"	"Alcohol dehydrogenase "	628.309131257475	-0.153643260431412	0.660747044723523	-0.232529621824795	0.816126682746136	0.951900741109798
"Solyc05g017980"	"microtubule associated protein Type 1 "	1841.1738346576	-0.153626104328193	0.229948000339199	-0.668090629627472	0.504075742832466	0.831119205955757
"Solyc12g088360"	"U-box domain-containing protein 4 "	306.653715567724	-0.153437648447977	0.260465120481694	-0.589090962214883	0.555800255812952	0.8558039450428
"Solyc03g096850"	"Genomic DNA chromosome 5 P1 clone MKP11 "	2834.2325335254	-0.15342724198387	0.363488804910095	-0.422096196392675	0.672954804116958	0.907744767750799
"Solyc01g005230"	"S-adenosyl-L-methionine salicylic acid carboxyl methyltransferase "	584.544202293507	-0.153426619237019	1.43841285738748	-0.106663826347938	NA	NA
"Solyc01g111990"	"Alanyl-tRNA synthetase "	1484.82724095065	-0.153294139485936	0.364484572728272	-0.420577854196915	0.674063367805222	0.908467869498496
"Solyc02g092380"	"Peptidyl-prolyl cis-trans isomerase "	928.529901569402	-0.153265018287854	0.279313722537712	-0.548719972994384	0.58319763724763	0.868390650849762
"Solyc06g034110"	"Acid phosphatase "	1540.24286417783	-0.15318702950774	0.648533596468364	-0.236205233378704	0.813273418758359	0.951644890578357
"Solyc11g067240"	"Vacuolar sorting protein 4b "	1473.30415107724	-0.153162078026072	0.205397645060972	-0.745685657596542	0.455857325124367	0.803425335777442
"Solyc09g090250"	"Serine/threonine kinase "	1141.22494460622	-0.153132231728232	0.270454791750353	-0.566202694125615	0.571255998706328	0.864236341883153
"Solyc02g084570"	"Cytochrome P450"	9549.29381647632	-0.153006479871568	0.405291576461326	-0.377521983574134	0.705785730414834	0.920533334935956
"Solyc04g050920"	"Os02g0504100 protein "	2449.55507666413	-0.152986319929403	0.251857399352282	-0.607432302258532	0.543564056833551	0.850286790779932
"Solyc02g070510"	"Proteasome subunit alpha type "	1614.60734677376	-0.152953734665534	0.379708584117924	-0.402818743276112	0.68708157153167	0.914146188759113
"Solyc09g061420"	"Os02g0515000 protein "	812.211781663117	-0.152926868601135	0.180516268468753	-0.847163914357149	0.396903764092664	0.767683771242986
"Solyc04g011640"	"Unknown Protein "	267.591461477679	-0.152923211506415	0.432394454214462	-0.353665987192719	0.723589215498679	0.924880718481455
"Solyc03g019770"	"Uncharacterized PH domain-containing protein "	945.739893849591	-0.152841051205069	0.250441913257922	-0.610285431926336	0.541672745539784	0.849200276721195
"Solyc08g077330"	"Expansin-like protein "	29.4372456240029	-0.152616520227495	0.740415813933708	-0.206122718282675	0.836695053169211	0.959010420430721
"Solyc02g072270"	"Zinc finger family protein "	173.663476498784	-0.152562762808729	0.365435012015882	-0.417482610566331	0.676325441079947	0.909471875397151
"Solyc00g007090"	"Multi-pass transmembrane protein "	255.219352274033	-0.152461231496028	0.408946569739598	-0.37281455030448	0.709286472764286	0.921461023123902
"Solyc01g097440"	"Peptide-N"	1630.84500513899	-0.152417998286633	0.188628010209107	-0.80803480945204	0.419070543719865	0.781676991973331
"Solyc06g065650"	"Protein TIFY 8 "	286.530418229859	-0.152409380026072	0.523861528094343	-0.290934477629027	0.771101431948173	0.941295728479033
"Solyc01g010465"	NA	24.893982625174	-0.152324507649326	0.514898295496127	-0.295834165662861	0.767356729766339	0.939971466794425
"Solyc03g083245"	NA	1007.41897628863	-0.152226579566208	0.237181757129716	-0.641814030760193	0.520993938473375	0.839627155821271
"Solyc01g097400"	"Calcium-transporting ATPase 1 "	18.5489589949421	-0.152048777367467	0.42649025410992	-0.356511727764544	0.721457370834882	0.924355707068882
"Solyc11g066870"	"Genomic DNA chromosome 5 P1 clone MDJ22 "	1934.8482598784	-0.152002506656873	0.267633419823875	-0.567950395570564	0.570068650857143	0.863950644240663
"Solyc06g062290"	"UDP-glucosyltransferase "	88.9945984895998	-0.151996595043086	0.273535813803442	-0.555673470795703	0.57843409552506	0.86627873173653
"Solyc02g091655"	NA	200.868683977773	-0.151989080840297	0.411891095668956	-0.369003074935257	0.712125432803915	0.922321259632689
"Solyc04g049135"	NA	158.246562415654	-0.151823672805502	0.268597679712374	-0.565245660230876	0.571906683610985	0.864743849436525
