"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc07g065570"	"Nuclear transcription factor Y subunit B-6 "	12.4702326522714	-2.21811700457966	0.917503448831279	-2.41755713006322	0.0156250809814783	0.22043328378216	0	5	32	26	3	4	11	3	10	32
"Solyc04g005100"	"Myb transcription factor "	296.840692068669	2.39835896831444	0.992297717348292	2.41697519442406	0.015650083604047	0.220452679553879	1127	609	12	198	244	114	268	421	133	0
"Solyc01g090760"	"GATA transcription factor 9 "	47.2266613896079	1.97121607465278	0.815785513737713	2.4163411110614	0.0156773667963894	0.220643864473522	71	76	18	16	20	38	142	80	23	0
"Solyc03g112390"	"Myb transcription factor "	1766.37140022169	-1.5044072704206	0.626529895948896	-2.40117395857406	0.0163425653628204	0.223902097575829	1677	660	4901	1079	320	846	1113	1077	794	6086
"Solyc04g012050"	"Ethylene responsive transcription factor 2a "	62.7906591068584	2.11717115228494	0.884961903738198	2.39238677206524	0.0167391921329261	0.225763460103156	18	25	26	35	257	19	88	76	32	2
"Solyc11g010570"	"MADS box transcription factor "	115.235546526114	1.10538632383889	0.465443822889155	2.37490814031522	0.017553318026545	0.230621265239368	129	133	34	87	217	106	183	113	101	35
"Solyc07g062950"	"BHLH transcription factor "	245.615064955175	1.18775214073224	0.500885305927582	2.37130561962216	0.0177253675034725	0.231368833603225	493	325	49	193	275	279	301	356	172	52
"Solyc06g075510"	"AP2-like ethylene-responsive transcription factor At1g16060 "	704.346077908145	-1.37373469684736	0.581799062619355	-2.36118410136755	0.0182166846630973	0.234720991280092	995	640	1806	696	91	1269	231	197	429	953
"Solyc04g011670"	"BZIP transcription factor "	165.412498834665	1.92882149879265	0.824235902957496	2.34013283317521	0.0192768823611678	0.240101359549712	121	186	10	133	393	68	247	311	117	4
"Solyc04g072460"	"BZIP transcription factor "	64.4895823298672	2.11477877101417	0.907803644726572	2.32955527695765	0.01982966823378	0.243516547704521	56	117	4	40	149	51	89	99	24	0
"Solyc06g035490"	"BHLH transcription factor-like "	56.9090470143313	1.47396967426481	0.636493524633844	2.31576538836392	0.0205710819934147	0.247490676468073	157	31	57	20	101	38	51	85	28	6
"Solyc10g005550"	"Myb-related transcription factor "	17.7791299280914	3.24907394403817	1.41047416814771	2.3035331078094	0.0212488665872719	0.251214278823261	1	12	0	13	90	1	21	20	2	0
"Solyc01g092950"	"MADS-box transcription factor 2 "	391.680387429772	1.41759611917731	0.620891561486227	2.28316216085143	0.022420818106172	0.256967196051626	1728	811	125	244	307	248	109	183	215	249
"Solyc04g056310"	"MYB transcription factor "	16.6879730470002	3.89000326568109	1.7076995128934	2.27792022912166	0.0227313307887014	0.258817529617435	0	6	0	9	26	1	45	72	0	0
"Solyc10g054400"	"General transcription factor IIF subunit 2 "	58.1626845010106	0.749391599929221	0.331609204529914	2.2598636880166	0.0238297121887826	0.263979734925934	114	83	53	25	54	62	69	58	47	32
"Solyc03g093550"	"Ethylene responsive transcription factor 1a "	539.948135745207	1.76237504822776	0.781710524875888	2.2545110909279	0.0241640337337394	0.264945153115672	99	473	67	419	851	140	312	2214	377	211
"Solyc12g098520"	"Heat stress transcription factor A3 "	1282.52994575687	0.714133371948001	0.317750409683543	2.24746640817624	0.0246102350684734	0.266462910722143	892	1703	776	992	1905	952	2102	1257	1200	962
"Solyc03g113620"	"MYB transcription factor "	1964.83530604276	1.26421223667254	0.565285586242504	2.23641335891094	0.0253247068784585	0.270257237109295	1502	3360	405	1122	3685	1376	2592	2452	2416	358
"Solyc03g083310"	"Zinc finger transcription factor Gli3 "	715.366293567191	0.249450391774647	0.114645134068205	2.17584805323045	0.0295666241691382	0.287989922132108	831	872	650	575	731	621	792	706	658	813
"Solyc10g084370"	"MYB transcription factor "	804.802841652274	2.01472145477734	0.926063895475427	2.1755749950094	0.029587054760971	0.288064274511011	3758	2590	213	390	88	74	509	312	43	980
"Solyc07g062710"	"BZIP transcription factor family protein "	208.567176817223	-1.4333529088693	0.662801061713178	-2.162568818409	0.03057435870436	0.292290536212413	179	56	645	148	18	352	255	88	233	141
"Solyc03g097120"	"Heat stress transcription factor A3 "	826.541862767616	0.569067211032321	0.263995298442536	2.15559600640459	0.0311152246724893	0.293670317558798	1082	1031	547	861	1254	593	938	639	655	684
"Solyc08g083090"	"Susceptibility homeodomain transcription factor "	156.19314100828	1.35331654072217	0.630670536896371	2.14583758325236	0.0318859389909082	0.297092629210221	64	136	67	196	164	60	314	419	62	44
"Solyc04g008820"	"HMG transcription factor "	372.86449335258	-1.31786959055281	0.615857332114298	-2.1398942934209	0.0323633103992087	0.299648938260483	610	176	618	287	24	899	203	163	276	663
"Solyc04g051540"	"WRKY family transcription factor "	21.921458570862	-1.3011683292552	0.613242894308845	-2.12178296940836	0.0338559674352663	0.304936274168071	10	21	68	28	12	22	12	9	8	31
"Solyc03g113760"	"E2F transcription factor-like protein "	76.7585883238382	-1.18402882092739	0.564558668181795	-2.09726444328744	0.0359701725885408	0.311538509029647	119	44	122	43	12	139	50	30	57	197
"Solyc04g007000"	"Ethylene-responsive transcription factor 4 "	279.07662920285	1.50469287664176	0.722023699148988	2.0839937503648	0.0371607357442384	0.314942831928767	139	762	119	379	516	87	514	116	76	41
"Solyc02g087960"	"MYB transcription factor "	587.552063909458	-1.21841108631463	0.590476979030492	-2.06343537442416	0.039071281939831	0.321706738902727	766	272	1581	295	102	515	394	354	294	1594
"Solyc07g047950"	"GRAS family transcription factor "	611.024010660906	0.650355647046377	0.315695674619872	2.06007145276687	0.0393917104976976	0.323026376431029	883	704	260	559	516	572	887	822	650	329
"Solyc10g009550"	"WRKY transcription factor "	448.083073976351	1.36718729455502	0.666904745595616	2.05004883168731	0.0403596658567233	0.326444871877414	162	171	223	139	967	225	295	1422	290	412
"Solyc08g076400"	"Myb family transcription factor-like protein "	72.9809984902187	2.0161552037088	0.984866273018888	2.04713600104178	0.0406447330593258	0.327794629031664	394	74	10	51	53	68	74	52	14	0
"Solyc01g111500"	"MYB transcription factor "	1187.53322381338	-0.739445044988981	0.366845916994545	-2.01568290863648	0.0438331439449316	0.337212600888725	510	675	1788	947	765	1142	1435	1032	1987	1630
"Solyc02g072000"	"Heat stress transcription factor A3 "	737.53950286831	0.7008103360258	0.348144456796456	2.01298720213584	0.0441159757285703	0.338232497837234	2155	819	626	360	663	659	650	566	567	647
"Solyc07g056120"	"MYB transcription factor "	375.188074724814	0.691618967297604	0.3454332440069	2.00217836382821	0.0452655518047724	0.340892462738517	267	370	226	298	678	275	476	456	334	313
"Solyc02g064960"	"AP2-like ethylene-responsive transcription factor At1g16060 "	250.489149418856	0.773573743611898	0.387167084965619	1.99803592208928	0.0457127657863012	0.342655463819394	423	492	125	183	129	272	425	193	212	137
"Solyc03g093560"	"Ethylene-responsive transcription factor 2 "	743.401740266834	1.63412708544542	0.823163795986971	1.9851785190408	0.0471246133536289	0.347339569937848	59	717	87	711	1121	138	782	2668	489	365
"Solyc06g050520"	"Ethylene-responsive transcription factor 1 "	18.4679588392401	2.78970094254182	1.4084913432163	1.98063052071837	0.0476327236245349	0.349710570381044	33	31	0	0	66	8	25	2	15	0
"Solyc01g105800"	"MADS box transcription factor "	2228.32258237234	-0.353146668539914	0.179676776619815	-1.96545527576527	0.0493615672228188	0.35455888262641	2292	2067	2520	1745	1488	2676	2270	1877	2085	3830
"Solyc06g066540"	"Ethylene-responsive transcription factor 13 "	546.863378210478	-1.01893451018964	0.518755009147068	-1.96419213737321	0.0495078142894961	0.354960272379004	492	154	1116	227	341	395	314	517	558	1524
"Solyc10g079380"	"Heat stress transcription factor "	102.303564794032	2.35925770819643	1.20581658909124	1.95656431462308	0.0503987140109672	0.35880241930643	0	17	16	61	238	72	247	300	12	4
"Solyc10g081320"	"MYB transcription factor "	13.0701713969748	2.50485984069696	1.28141720303379	1.95475746288301	0.0506117040746742	0.359617884697259	33	18	1	6	0	4	5	59	8	0
"Solyc08g079270"	"MYB transcription factor "	52.8067302047674	2.18490208725284	1.12073791621953	1.94952098580099	0.0512332391350279	0.361631821256257	31	28	2	58	79	5	74	204	25	0
"Solyc03g121940"	"Nuclear transcription factor Y subunit A-3 "	67.9467068178338	1.39899299106864	0.723322350312443	1.9341210602221	0.0530982451150694	0.368124905131558	82	98	7	64	187	64	66	44	40	9
"Solyc10g086530"	"GRAS family transcription factor "	13.3237218900638	-1.77135633397697	0.916181558624582	-1.93341190651799	0.053185475663159	0.36848416656747	6	2	7	30	7	48	9	6	16	1
"Solyc08g081670"	"Ethylene-responsive transcription factor 4 "	211.451526629806	0.998555654712546	0.518116920484387	1.92727860302072	0.0539449186932401	0.370439328793421	488	274	53	228	298	141	134	251	209	61
"Solyc06g053960"	"Heat stress transcription factor A3 "	422.252675915376	1.70284847115803	0.884621982012257	1.92494478521158	0.0542362662429872	0.371519866250545	911	351	16	346	945	300	792	238	297	7
"Solyc03g006800"	"TCP family transcription factor "	62.795739481605	1.1726811060313	0.611430554628712	1.91793016746342	0.0551198664262872	0.37456069656762	53	97	24	61	98	65	155	31	29	12
"Solyc12g099900"	"GRAS family transcription factor "	2028.61171854219	-0.749951780283957	0.395603304069213	-1.89571667518922	0.0579975191203991	0.383076336678458	2441	1736	3729	774	940	2386	1682	1108	2128	4133
"Solyc03g006910"	"BHLH transcription factor-like "	42.8363048584463	2.21584168871361	1.17013880789346	1.89365712321146	0.058270536002832	0.384181253642158	238	9	4	31	38	1	46	54	36	0
"Solyc08g076100"	"BZIP transcription factor 3 "	1722.73817350935	0.492201637118139	0.260392149878911	1.89023224143672	0.0587269064205566	0.38518142876653	3863	2532	1406	1329	1340	1427	1404	1470	1394	1702
"Solyc01g100770"	"Susceptibility homeodomain transcription factor "	2753.76618506996	2.15667102334769	1.14236696224228	1.8878968795758	0.059039795548769	0.385998269716105	14767	1623	1702	32	3882	3149	97	3844	67	211
"Solyc03g118310"	"BHLH transcription factor "	181.985463970729	-1.01412675371078	0.537594441017546	-1.88641599751527	0.0592389184733933	0.386064868221217	99	139	192	76	37	533	209	136	213	239
"Solyc01g090840"	"Cys2/His2 zinc-finger transcription factor "	245.496477342948	0.693176175711966	0.368980873068646	1.87862359896093	0.0602959065245347	0.388833286385068	442	205	156	133	335	304	316	240	241	107
"Solyc02g092050"	"AP2-like ethylene-responsive transcription factor At1g16060 "	92.8131098456226	-1.33474445698281	0.713736051210247	-1.87008132028577	0.0614725260440605	0.391495195618532	42	143	169	147	26	96	52	13	18	259
"Solyc11g069510"	"GATA transcription factor 9 "	974.664677863668	0.429403481499389	0.229661663766583	1.8697220705316	0.0615224230163913	0.391648682720297	1173	1005	656	650	912	1192	1367	1203	953	748
"Solyc01g104650"	"BZIP transcription factor "	737.420933921283	0.578116855697843	0.309717336090536	1.8665950798726	0.0619581552018278	0.392979463499421	666	842	379	594	938	665	1038	903	856	463
"Solyc01g111740"	"Bzip-like transcription factor-like "	527.663618155853	-0.542405616474443	0.292082836579942	-1.85702666690581	0.0633073602275947	0.39595684321288	696	588	569	411	190	699	446	344	707	808
"Solyc07g064890"	"Ethylene responsive transcription factor 3a "	2061.55472995579	0.882356248053636	0.475482573572784	1.85570680629491	0.0634953601418471	0.396288766784829	1548	1243	628	1718	3310	2175	3921	2999	1738	998
"Solyc10g081490"	"MYB transcription factor "	2925.04411637405	-0.78492529805641	0.428428659322991	-1.83210268728698	0.0669361230876509	0.406465852398544	2931	882	5368	1410	2071	2866	2215	2724	3406	6022
"Solyc09g066050"	"Homeodomain-containing transcription factor FWA "	10.3306059215028	-1.5026165233329	0.822729296173894	-1.8263802326243	0.0677930073144552	0.408601221753759	5	12	22	2	3	8	5	3	10	39
"Solyc03g025170"	"GRAS family transcription factor "	963.753228708614	1.16929326184512	0.642358568459901	1.82031239133087	0.0687114454166437	0.411325754857426	1024	660	94	898	1248	960	1290	2341	784	192
"Solyc03g006320"	"Ethylene-responsive transcription factor 4 "	56.1229303438294	0.896296257983222	0.494294385893967	1.81328431712249	0.0697879808813537	0.413619654986643	72	39	16	47	118	53	64	63	51	29
"Solyc05g007890"	"Myb family transcription factor-like "	48.5724895656787	1.3292947380763	0.733495925461234	1.81227283197302	0.0699440502593995	0.413627234365239	51	169	20	40	45	47	64	30	27	2
"Solyc01g009170"	"Ethylene insensitive 3 class transcription factor "	2070.26968993527	0.778413280244465	0.431770677070225	1.80283961274624	0.0714134070167683	0.417211469490644	2119	2745	775	2419	1667	2126	2483	4142	1462	773
"Solyc06g053950"	"Heat stress transcription factor A-2c "	230.678133502367	1.79840231189035	1.00024153988301	1.79796803090251	0.0721820740432223	0.418607873054861	513	210	17	162	559	150	395	114	172	0
"Solyc06g076280"	"GRAS family transcription factor "	605.137684904069	0.679799182507525	0.37918983453583	1.79276742304992	0.0730101205395858	0.420106803002576	386	1036	344	692	564	408	628	1099	443	436
"Solyc10g008700"	"MYB transcription factor "	45.5095981929869	-2.04148860141153	1.14615127946047	-1.78116854031043	0.0748849213809456	0.424202140687323	0	22	50	64	33	20	30	0	155	75
"Solyc06g066180"	"Myb family transcription factor "	25.5790164905656	-1.32277478154327	0.743822946444286	-1.77834629580407	0.0753469971614699	0.424855117854821	4	4	25	71	22	14	26	14	23	50
"Solyc03g078120"	"NAC-domain transcription factor "	648.282776524976	0.335180116190725	0.189257283157373	1.77102889040213	0.0765558976124065	0.427111332465801	984	708	538	565	787	544	541	644	517	750
"Solyc03g120840"	"Ethylene-responsive transcription factor 4 "	89.4422597993294	1.30023737252285	0.735559902429002	1.76768386671043	0.0771137685822334	0.428154983122686	51	53	18	52	273	108	103	113	67	12
"Solyc02g084860"	"BZIP transcription factor "	252.188247398752	-1.47852139603119	0.838954011221021	-1.76233902723624	0.0780120336956944	0.429869511940145	186	47	671	74	26	114	73	348	117	996
"Solyc05g009640"	"MYC2b transcription factor "	51.4228269682072	-2.05029732303121	1.17670829959748	-1.74240066440644	0.0814383597477664	0.436991055523771	9	38	56	42	2	171	56	0	139	3
"Solyc10g081840"	"Nuclear transcription factor Y subunit A-1 "	86.937971252849	1.40024177822321	0.804323990111367	1.74089271915081	0.08170238519401	0.437684140137745	7	94	50	16	286	53	154	44	64	61
"Solyc02g036370"	"MYB transcription factor "	569.21541745746	1.00664335348665	0.57876038733685	1.73930935066011	0.0819803634420381	0.437752217612489	1952	444	185	296	766	473	644	219	726	199
"Solyc12g008350"	"Ethylene-responsive transcription factor 4 "	86.7001524147868	1.29658217625093	0.74518034228742	1.73995756821888	0.0818664689199698	0.437752217612489	344	36	15	73	14	45	148	130	30	96
"Solyc02g079020"	"AP2 domain-containing transcription factor "	725.213175454893	0.619220360943359	0.363816026968709	1.70201507092104	0.0887525431187161	0.451351455295395	413	910	522	744	1145	607	870	941	534	447
"Solyc08g078190"	"Ethylene responsive transcription factor 1a "	444.300778727058	1.44018578704827	0.856836408422109	1.68081768339002	0.092798332776696	0.458895094640471	99	167	195	298	375	130	89	2353	255	331
"Solyc02g090770"	"Ethylene responsive transcription factor 2b "	27.6105527830353	-1.59728372357758	0.951042719038062	-1.67950786184785	0.0930531079507752	0.459246302870581	2	4	104	9	12	24	4	43	28	45
"Solyc03g096350"	"Myb family transcription factor "	21.1571784756608	1.15147919808657	0.685526089614961	1.67970149572765	0.0930154086378244	0.459246302870581	58	10	14	5	15	33	39	31	8	7
"Solyc04g078690"	"BHLH transcription factor "	394.271574054244	-0.698906588627184	0.418584839195244	-1.66968920797723	0.0949808700594531	0.46397990126699	393	325	508	397	100	470	397	350	207	960
"Solyc09g064920"	"BHLH transcription factor "	305.422190976598	0.270164742286491	0.161887831271341	1.66883909781747	0.095149271934441	0.464424861865295	312	362	282	244	334	272	336	332	299	301
"Solyc05g051830"	"MADS-box transcription factor 1 "	162.22699392394	1.21160602495114	0.726460254420738	1.66782149137291	0.0953511682475218	0.46464331832019	845	264	114	141	69	59	52	52	85	88
"Solyc05g012500"	"WRKY transcription factor 29 "	2221.18434939453	-0.353400029128755	0.211981598763544	-1.66712597315089	0.0954893585267259	0.464849796807223	2866	1767	2220	2609	1414	1801	2056	1942	2293	3784
"Solyc01g095030"	"MYB transcription factor "	1144.28543198319	1.06259149002977	0.638818964071996	1.66336873166153	0.0962386481873823	0.465927525622133	3539	2546	730	1030	469	157	1017	843	296	1615
"Solyc09g066010"	"WRKY transcription factor 25 "	91.5995357568838	1.55811395112421	0.939372184210989	1.65867584468974	0.0971811293868745	0.467922441275766	28	243	20	71	157	77	98	144	59	0
"Solyc10g079050"	"BHLH transcription factor "	36.1124455872865	1.12578069623489	0.680184074592948	1.65511181206147	0.0979018192779732	0.468887223818548	29	77	5	33	26	37	44	74	31	6
"Solyc01g106040"	"GATA transcription factor 25 "	381.60638123043	0.46792436271234	0.283557559912887	1.65019180887328	0.0989037116349165	0.472078572710341	508	363	314	169	539	341	366	435	386	426
"Solyc02g092930"	"MYB transcription factor "	308.908076885302	2.45957449179997	1.49301204246484	1.64739092642509	0.0994777191729242	0.472829204409706	2	192	0	135	649	241	1167	495	95	0
"Solyc04g014470"	"MYB transcription factor "	30.7282256388039	1.62636115657154	0.987783797864742	1.64647482585479	0.09966603884638	0.473004442755995	1	8	3	22	37	14	57	118	17	20
"Solyc03g123530"	"CCAAT-box-binding transcription factor-like protein "	709.055906829278	0.726810229535947	0.442962771149464	1.64079303470563	0.100840384631488	0.475115807604266	671	965	280	964	1212	650	894	617	453	292
"Solyc09g007570"	"MYB transcription factor "	67.3532860714139	1.12188737365065	0.684212142664293	1.63967767260323	0.101072203682308	0.475454716754718	64	82	22	21	191	74	62	42	81	13
"Solyc04g054150"	"Nuclear transcription factor Y subunit B-3 "	23.7216168966156	-1.66907608260607	1.02483370000556	-1.6286311453234	0.103391126858323	0.481650303307294	5	10	13	26	22	61	8	9	77	0
"Solyc06g068360"	"Ethylene-responsive transcription factor 7 "	38.7601937136636	-2.08764837724994	1.28261001658097	-1.62765638055358	0.103597767000429	0.481813588035372	2	45	46	215	8	23	19	2	13	0
"Solyc02g077840"	"Ethylene responsive transcription factor 12 "	166.71408122929	1.14049197988697	0.701092160205719	1.62673617624296	0.103793141956407	0.481827900709028	39	79	122	167	315	80	126	516	58	91
"Solyc06g073640"	"MYB transcription factor "	122.279555971194	-0.612010818331292	0.379850811412832	-1.6111873397215	0.107138896373384	0.487166109958879	134	151	214	120	40	126	84	97	81	216
"Solyc07g065270"	"GRAS family transcription factor "	1110.90885638451	0.372043880776532	0.231824172190552	1.60485370123838	0.10852600460554	0.489714226085597	1295	1653	751	1330	923	1080	1302	1221	710	1007
"Solyc04g064860"	"MADS-box transcription factor-like protein "	20.7714115619757	1.22145424763234	0.763928316326422	1.59891212503559	0.109840129506238	0.492504131308895	22	38	3	29	19	19	48	21	8	2
"Solyc06g036170"	"Scarecrow-like 1 transcription factor "	1310.07964911434	0.682971705086653	0.429249137158758	1.59108463119416	0.11159053078431	0.494761246396459	977	1150	522	1385	1516	980	1474	2802	1346	764
"Solyc08g081960"	"Ethylene-responsive transcription factor 4 "	71.5588677154612	1.09220026923818	0.688397083241357	1.58658468466411	0.112606738388289	0.497210215990659	42	124	23	45	133	82	145	35	68	8
"Solyc08g007830"	"Ethylene-responsive transcription factor 10 "	152.376907780896	-1.84267395024461	1.16879771755159	-1.5765550553133	0.114897941281463	0.500791271340771	0	14	411	21	152	209	20	113	47	579
"Solyc06g068870"	"BHLH transcription factor "	1055.37171037165	0.652017079955769	0.413858059974517	1.57546063013951	0.11515015905883	0.501359783445698	860	2182	491	897	1189	1310	1172	1088	990	403
"Solyc08g066660"	"Ethylene-responsive transcription factor 1 "	306.596967734869	-0.604939969355982	0.385403159600256	-1.56962898276037	0.11650145174563	0.502962036839902	384	206	443	267	141	226	378	161	265	715
"Solyc11g011750"	"Ethylene-responsive transcription factor 2 "	15.6100510444881	1.97919650830638	1.26843484098854	1.56034543072305	0.11867827286167	0.505956045855341	16	77	0	6	4	23	27	8	3	0
"Solyc01g100200"	"GRAS family transcription factor "	137.589436733117	2.22849077220653	1.44478008888795	1.542442887569	0.122966006456566	0.51298750296038	14	95	0	142	99	77	76	800	15	0
"Solyc04g005610"	"NAC domain transcription factor "	128.137293161311	2.52189394997418	1.63992938479948	1.53780642834358	0.124095951358487	0.514094203966771	0	977	1	147	60	15	92	19	16	0
