target_id	length	eff_length	est_counts	tpm
Solyc00g500047.1.1	885	453.756	7758.59	440.794
Solyc00g277510.1.1	201	39.412	0	0
Solyc00g500048.1.1	1356	924.589	61.2	1.70639
Solyc00g500049.1.1	294	62.7713	8.38249	3.4426
Solyc00g500050.1.1	1524	1092.59	0	0
Solyc00g500051.1.1	1101	669.589	0	0
Solyc00g500052.1.1	4974	4542.59	25.88	0.146871
Solyc00g500053.1.1	675	251.756	19.4776	1.99449
Solyc00g500054.1.1	2331	1899.59	156.077	2.11814
Solyc00g500055.1.1	378	82.06	15.6667	4.92176
Solyc00g500056.1.1	2205	1773.59	69.3333	1.00778
Solyc00g500057.1.1	1962	1530.59	99.6986	1.67921
Solyc00g500058.1.1	390	85.0203	311.98	94.5973
Solyc00g500059.1.1	258	54.0278	42.9895	20.5126
Solyc00g500060.1.1	1130	698.589	145.271	5.36082
Solyc00g500061.1.1	477	115.532	62	13.8345
Solyc00g500062.1.1	765	335.311	105	8.07265
Solyc00g500063.1.1	4149	3717.59	52468.1	363.839
Solyc00g500064.1.1	1497	1065.59	11767.8	284.696
Solyc00g500065.1.1	1176	744.589	52	1.80037
Solyc00g500066.1.1	348	75.2031	44.8398	15.371
Solyc00g500067.1.1	1305	873.589	75.42	2.22564
Solyc00g500068.1.1	324	69.7302	173.306	64.0719
Solyc00g500069.1.1	189	36.1437	61.228	43.671
Solyc00g500070.1.1	402	88.4538	0	0
Solyc00g500071.1.1	1527	1095.59	146	3.43542
Solyc00g500072.1.1	207	40.8481	5.42895	3.42625
Solyc00g500073.1.1	759	329.528	0	0
Solyc00g500074.1.1	273	57.7843	2.04836	0.913843
Solyc00g500075.1.1	417	92.5445	83.5	23.2601
Solyc00g500076.1.1	771	341.125	184.231	13.9227
Solyc00g500077.1.1	357	77.1243	251	83.8992
Solyc00g500078.1.1	507	130.12	0	0
Solyc00g500079.1.1	429	96.1889	189.261	50.7238
Solyc00g500080.1.1	402	88.4538	849.207	247.499
Solyc00g500081.1.1	6624	6192.59	25.2156	0.104972
Solyc00g500082.1.1	216	43.4177	0	0
Solyc00g500083.1.1	501	127.135	218.64	44.3342
Solyc00g500084.1.1	1219	787.589	474.317	15.5255
Solyc00g500085.1.1	537	147.117	7	1.22662
Solyc00g500086.1.1	1071	639.589	0	0
Solyc00g500087.1.1	1626	1194.59	3.88235e-08	8.37821e-10
Solyc00g500088.1.1	3005	2573.59	4418.67	44.2616
Solyc00g500089.1.1	18682	18250.6	0	0
Solyc00g500090.1.1	834	403.001	0	0
Solyc00g500091.1.1	728	300.096	0	0
Solyc00g011670.1.1	183	34.576	0	0
Solyc00g011660.1.1	933	501.684	0	0
Solyc00g500092.1.1	1097	665.589	0	0
Solyc00g500093.1.1	603	192.349	0	0
Solyc00g500094.1.1	1359	927.589	0	0
Solyc00g500095.1.1	1516	1084.59	0	0
Solyc00g500096.1.1	1089	657.589	0	0
Solyc00g011560.1.1	1072	640.589	9.86634	0.397056
Solyc00g500097.1.1	611	198.583	0	0
Solyc00g500098.1.1	1083	651.589	0	0
Solyc00g500099.1.1	489	121.09	127.356	27.1136
Solyc00g500100.1.1	1797	1365.59	36.2483	0.684294
Solyc00g500101.1.1	408	89.9044	7.80917	2.23923
Solyc00g500102.1.1	672	249.155	0	0
Solyc00g153980.1.1	168	31.296	1	0.823733
Solyc00g309530.1.1	159	28.8496	5	4.46792
Solyc00g164580.1.1	534	145.237	7	1.2425
Solyc00g210860.1.1	261	54.8809	22	10.3342
Solyc00g025400.2.1	721	293.511	50	4.39158
Solyc00g022070.1.1	153	27.6223	8	7.46631
Solyc00g022080.1.1	213	42.5415	7	4.2419
Solyc00g022090.1.1	354	76.4005	14	4.72397
Solyc00g022100.1.1	480	116.913	18.2466	4.02342
Solyc00g500103.1.1	861	429.843	0	0
Solyc00g072800.2.1	626	210.513	38	4.6535
Solyc00g500104.1.1	792	361.535	0	0
Solyc00g500105.1.1	1112	680.589	0	0
Solyc00g500106.1.1	483	118.299	17.6559	3.84752
Solyc00g500107.1.1	489	121.09	27	5.74818
Solyc00g500108.1.1	183	34.576	4	2.98236
Solyc00g281110.1.1	369	79.9041	7	2.25842
Solyc00g500109.1.1	303	64.9303	8	3.17627
Solyc00g500110.1.1	510	131.613	18	3.52572
Solyc00g500111.1.1	453	104.923	48.2765	11.8616
Solyc00g500112.1.1	369	79.9041	5.18313	1.67224
Solyc00g142160.1.1	319	68.777	18	6.7469
Solyc00g142170.2.1	1046	614.589	60.5109	2.53819
Solyc00g500113.1.1	414	91.7099	17.4982	4.91873
Solyc00g500114.1.1	615	201.694	5.15554	0.658954
Solyc00g500115.1.1	558	160.379	5.56013	0.893743
Solyc00g500116.1.1	489	121.09	0	0
Solyc00g500117.1.1	1755	1323.59	8.99876	0.175269
Solyc00g500118.1.1	408	89.9044	7.80917	2.23923
Solyc00g500119.1.1	672	249.155	0	0
Solyc00g500120.1.1	264	55.7656	0	0
Solyc00g500121.1.1	819	388.12	0	0
Solyc00g015600.1.1	156	28.1966	0	0
Solyc00g500122.1.1	802	371.309	0	0
Solyc00g007330.1.1	889	457.748	0	0
Solyc00g007340.1.1	369	79.9041	0	0
Solyc00g007350.1.1	888	456.756	0	0
Solyc00g500123.1.1	1071	639.589	0	0
Solyc00g500124.1.1	1629	1197.59	0	0
Solyc00g500125.1.1	3519	3087.59	0	0
Solyc00g500126.1.1	1848	1416.59	6.57461	0.119647
Solyc00g500127.1.1	216	43.4177	0	0
Solyc00g500128.1.1	6624	6192.59	25.2156	0.104972
Solyc00g500129.1.1	531	143.472	1152.35	207.059
Solyc00g500130.1.1	1062	630.589	242.5	9.91381
Solyc00g500131.1.1	1356	924.589	61.2	1.70639
Solyc00g500132.1.1	294	62.7713	8.38249	3.4426
Solyc00g500133.1.1	1524	1092.59	0	0
Solyc00g500134.1.1	1140	708.589	8.20288	0.298433
Solyc00g500135.1.1	4974	4542.59	25.88	0.146871
Solyc00g500136.1.1	2331	1899.59	156.077	2.11814
Solyc00g500137.1.1	378	82.06	15.6667	4.92176
Solyc00g500138.1.1	2205	1773.59	69.3333	1.00778
Solyc00g500139.1.1	1701	1269.59	0	0
Solyc00g500140.1.1	402	88.4538	0	0
Solyc00g500141.1.1	432	97.2225	0	0
Solyc00g500142.1.1	414	91.7099	0	0
Solyc00g500143.1.1	1577	1145.59	187.729	4.22453
Solyc00g500144.1.1	258	54.0278	42.9895	20.5126
Solyc00g500145.1.1	306	65.7637	1.04089	0.408031
Solyc00g500146.1.1	673	250.052	45.7032	4.71185
Solyc00g500147.1.1	2730	2298.59	0	0
Solyc00g500148.1.1	1002	570.589	6.31166	0.285164
Solyc00g500149.1.1	1683	1251.59	8.48097	0.174686
Solyc00g500150.1.1	333	71.6317	0	0
Solyc00g500151.1.1	468	111.443	2.00549	0.463921
Solyc00g500152.1.1	429	96.1889	1.11968	0.300086
Solyc00g500153.1.1	327	70.4421	0	0
Solyc00g500154.1.1	348	75.2031	0	0
Solyc00g500155.1.1	369	79.9041	10.2689	3.31306
Solyc00g500156.1.1	417	92.5445	0	0
Solyc00g500157.1.1	759	329.528	299.768	23.4513
Solyc00g500158.1.1	525	140.061	19.8318	3.65023
Solyc00g500159.1.1	2074	1642.59	0	0
Solyc00g500160.1.1	815	384.139	3	0.20133
Solyc00g500161.1.1	6104	5672.59	26.7361	0.121504
Solyc00g500162.1.1	393	85.9028	0	0
Solyc00g500163.1.1	9337	8905.59	0	0
Solyc00g500164.1.1	303	64.9303	0	0
Solyc00g500165.1.1	498	125.645	0	0
Solyc00g112190.2.1	1224	792.589	21.9409	0.713643
Solyc00g500166.1.1	435	98.3437	0	0
Solyc00g500167.1.1	1098	666.589	152.054	5.8805
Solyc00g230080.1.1	357	77.1243	2.41692	0.807878
Solyc00g316530.1.1	237	48.3344	27	14.4007
Solyc00g069880.2.1	829	398.041	25	1.61915
Solyc00g500168.1.1	840	408.947	6.66667	0.420259
Solyc00g013100.1.1	237	48.3344	8	4.26686
Solyc00g013110.1.1	267	56.6197	30	13.6593
Solyc00g126010.1.1	174	32.5318	3.10165	2.45788
Solyc00g126000.1.1	153	27.6223	15.6291	14.5865
Solyc00g125990.1.1	645	225.927	10.5925	1.20867
Solyc00g125980.1.1	204	40.1809	71	45.5527
Solyc00g244300.1.1	258	54.0278	22	10.4974
Solyc00g244290.1.1	492	122.639	29.0912	6.11517
Solyc00g244280.1.1	183	34.576	3.23346	2.41083
Solyc00g500169.1.1	1852	1420.59	402	7.29513
Solyc00g500170.1.1	447	102.774	6.56843	1.64761
Solyc00g013170.1.1	210	41.6255	20	12.3864
Solyc00g013180.1.1	531	143.472	61.9391	11.1294
Solyc00g500171.1.1	516	134.895	16	3.05772
Solyc00g500172.1.1	558	160.379	29.3333	4.71508
Solyc00g320430.1.1	180	33.8522	99	75.3917
Solyc00g500173.1.1	695	269.559	0	0
Solyc00g019750.1.1	201	39.412	73	47.7496
Solyc00g019730.1.1	435	98.3437	6.18721	1.6219
Solyc00g500174.1.1	11250	10818.6	0	0
Solyc00g500175.1.1	1829	1397.59	0	0
Solyc00g500176.1.1	1557	1125.59	1	0.0229032
Solyc00g500177.1.1	442	100.923	0	0
Solyc00g500178.1.1	963	531.608	0	0
Solyc00g500179.1.1	11238	10806.6	18.2639	0.0435694
Solyc00g500180.1.1	348	75.2031	1.07431	0.368272
Solyc00g500181.1.1	1953	1521.59	0	0
Solyc00g500182.1.1	1184	752.589	181.765	6.22627
Solyc00g118680.2.1	470	112.414	54.5108	12.5008
Solyc00g118690.1.1	261	54.8809	25.4892	11.9732
Solyc00g023600.1.1	261	54.8809	31	14.5618
Solyc00g023590.2.1	1058	626.589	53	2.18056
Solyc00g023580.1.1	258	54.0278	16	7.63445
Solyc00g023570.1.1	330	71.0313	12	4.35519
Solyc00g014860.1.1	237	48.3344	0	0
Solyc00g014850.1.1	312	67.0136	41	15.7723
Solyc00g500183.1.1	306	65.7637	75	29.4002
Solyc00g500184.1.1	1014	582.589	61.9379	2.74075
Solyc00g500185.1.1	819	388.12	58	3.85245
Solyc00g014810.1.1	165	30.4563	4	3.38578
Solyc00g014800.1.1	492	122.639	4	0.840827
Solyc00g014790.2.1	848	416.871	36	2.22626
Solyc00g094550.1.1	234	47.7294	3	1.62036
Solyc00g094540.1.1	330	71.0313	47	17.0578
Solyc00g094530.1.1	390	85.0203	57	17.2833
Solyc00g094520.1.1	186	35.4841	43	31.2399
Solyc00g023700.2.1	597	187.95	38	5.21214
Solyc00g023710.1.1	702	275.944	21.1826	1.97894
Solyc00g049210.1.1	1770	1338.59	127.414	2.45384
Solyc00g049220.1.1	207	40.8481	0	0
Solyc00g500186.1.1	1497	1065.59	0	0
Solyc00g500187.1.1	909	477.717	39.0305	2.10624
Solyc00g500188.1.1	516	134.895	16	3.05772
Solyc00g500189.1.1	558	160.379	29.3333	4.71508
Solyc00g021660.1.1	225	45.841	66	37.1163
Solyc00g500190.1.1	621	206.57	82.5186	10.2982
Solyc00g500191.1.1	1356	924.589	203.883	5.6847
Solyc00g500192.1.1	1630	1198.59	597	12.8404
Solyc00g500193.1.1	1071	639.589	0	0
Solyc00g500194.1.1	243	50.1679	10	5.13865
Solyc00g500195.1.1	1425	993.589	24.0402	0.623744
Solyc00g500196.1.1	1313	881.589	6199.96	181.3
Solyc00g500197.1.1	216	43.4177	0	0
Solyc00g500198.1.1	6624	6192.59	25.2156	0.104972
Solyc00g500199.1.1	531	143.472	1152.35	207.059
Solyc00g500200.1.1	1062	630.589	242.5	9.91381
Solyc00g500201.1.1	1356	924.589	61.2	1.70639
Solyc00g500202.1.1	294	62.7713	8.38249	3.4426
Solyc00g500203.1.1	1524	1092.59	0	0
Solyc00g500204.1.1	1140	708.589	8.20288	0.298433
Solyc00g500205.1.1	4974	4542.59	25.88	0.146871
Solyc00g500206.1.1	2331	1899.59	156.077	2.11814
Solyc00g500207.1.1	378	82.06	15.6667	4.92176
Solyc00g500208.1.1	2205	1773.59	69.3333	1.00778
Solyc00g500209.1.1	1962	1530.59	99.6986	1.67921
Solyc00g500210.1.1	390	85.0203	311.98	94.5973
Solyc00g500211.1.1	258	54.0278	42.9895	20.5126
Solyc00g500212.1.1	823	392.087	0	0
Solyc00g500213.1.1	527	141.228	0	0
Solyc00g500214.1.1	1437	1005.59	0	0
Solyc00g322630.1.1	297	63.4478	0	0
Solyc00g500215.1.1	937	505.668	0	0
Solyc00g500216.1.1	1362	930.589	0	0
Solyc00g500217.1.1	671	248.312	0	0
Solyc00g500218.1.1	2113	1681.59	0	0
Solyc00g266110.1.1	297	63.4478	0	0
Solyc00g254910.1.1	786	355.684	0	0
Solyc00g500219.1.1	839	407.947	0	0
Solyc00g500220.1.1	525	140.061	0	0
Solyc00g500221.1.1	832	401.015	0	0
Solyc00g500222.1.1	462	108.764	0	0
Solyc00g198360.1.1	693	267.709	0	0
Solyc00g500223.1.1	519	136.648	0	0
Solyc00g036520.1.1	558	160.379	22.2977	3.58416
Solyc00g052540.1.1	321	69.2032	15	5.5878
Solyc00g052530.2.1	392	85.5292	21	6.32966
Solyc00g500224.1.1	1797	1365.59	0	0
Solyc00g047180.1.1	258	54.0278	3	1.43146
Solyc00g047190.1.1	318	68.5971	8	3.00649
Solyc00g047200.1.1	234	47.7294	11.6373	6.28554
Solyc00g500225.1.1	303	64.9303	0	0
Solyc00g500226.1.1	1281	849.589	21.8427	0.662786
Solyc00g500227.1.1	1863	1431.59	6.81367	0.122698
Solyc00g500228.1.1	1842	1410.59	401.952	7.34596
Solyc00g500229.1.1	163	30.1224	0	0
Solyc00g500230.1.1	1258	826.589	0	0
Solyc00g500231.1.1	731	302.919	0	0
Solyc00g500232.1.1	545	152.039	0	0
Solyc00g500233.1.1	3291	2859.59	0	0
Solyc00g500234.1.1	619	204.976	2.03838	0.256364
Solyc00g500235.1.1	474	114.104	0	0
Solyc00g500236.1.1	2157	1725.59	0	0
Solyc00g500237.1.1	615	201.694	0	0
Solyc00g230070.1.1	264	55.7656	0	0
Solyc00g230060.1.1	840	408.947	29.3027	1.84721
Solyc00g025300.1.1	162	29.7656	4	3.46434
Solyc00g025290.1.1	486	119.732	32.0055	6.8911
Solyc00g500238.1.1	354	76.4005	20	6.74853
Solyc00g020040.1.1	621	206.57	118	14.7262
Solyc00g020030.1.1	201	39.412	33.6389	22.0034
Solyc00g020020.2.1	859	427.843	206.361	12.4342
Solyc00g020010.1.1	228	46.3438	89	49.5079
Solyc00g020000.1.1	174	32.5318	41.3053	32.732
Solyc00g019990.1.1	216	43.4177	120.458	71.5229
Solyc00g019980.2.1	869	437.8	267.073	15.7264
Solyc00g019970.2.1	911	479.717	148	7.95339
Solyc00g019950.1.1	552	156.424	41	6.75702
Solyc00g500239.1.1	705	278.715	16.3985	1.51676
Solyc00g500240.1.1	966	534.608	0.852504	0.041109
Solyc00g500241.1.1	1803	1371.59	148.49	2.79092
Solyc00g036530.1.1	156	28.1966	4	3.65712
Solyc00g500242.1.1	753	323.84	3.853	0.306721
Solyc00g500243.1.1	1398	966.589	241.845	6.45017
Solyc00g500244.1.1	408	89.9044	7.80917	2.23923
Solyc00g500245.1.1	2028	1596.59	147.957	2.38901
Solyc00g500246.1.1	1511	1079.59	0	0
Solyc00g007450.1.1	681	257.014	9	0.902737
Solyc00g016590.1.1	926	494.684	0	0
Solyc00g028960.1.1	312	67.0136	2	0.769382
Solyc00g500247.1.1	812	381.165	0	0
Solyc00g500248.1.1	442	100.923	0	0
Solyc00g500249.1.1	1827	1395.59	11.7928	0.217839
Solyc00g500250.1.1	2376	1944.59	530.802	7.03687
Solyc00g500251.1.1	909	477.717	39.0305	2.10624
Solyc00g500252.1.1	516	134.895	16	3.05772
Solyc00g500253.1.1	558	160.379	29.3333	4.71508
Solyc00g021650.1.1	231	47.0185	24	13.1588
Solyc00g021640.2.1	1504	1072.59	328	7.88344
Solyc00g021630.1.1	654	233.587	61	6.73218
Solyc00g500254.1.1	369	79.9041	36.0607	11.6343
Solyc00g181240.1.1	180	33.8522	8	6.09226
Solyc00g181250.2.1	794	363.48	17	1.20571
Solyc00g500255.1.1	480	116.913	1.48906	0.328341
Solyc00g500256.1.1	828	397.048	103.54	6.72268
Solyc00g500257.1.1	1606	1174.59	345.332	7.57924
Solyc00g500258.1.1	411	90.6598	0	0
Solyc00g500259.1.1	1044	612.589	1.06585	0.0448541
Solyc00g500260.1.1	2790	2358.59	455.142	4.97473
Solyc00g500261.1.1	552	156.424	120.44	19.8491
Solyc00g500262.1.1	1281	849.589	21.8427	0.662786
Solyc00g500263.1.1	1864	1432.59	218.888	3.9389
Solyc00g500264.1.1	22821	22389.6	0	0
Solyc00g500265.1.1	342	73.7337	0	0
Solyc00g500266.1.1	7513	7081.59	0	0
Solyc00g500267.1.1	7587	7155.59	0	0
Solyc00g500268.1.1	1296	864.589	437.955	13.0585
Solyc00g500269.1.1	1687	1255.59	6	0.123191
Solyc00g500270.1.1	590	182.814	0	0
Solyc00g500271.1.1	1083	651.589	0	0
Solyc00g500272.1.1	489	121.09	127.356	27.1136
Solyc00g500273.1.1	341	73.4733	44.8929	15.7515
Solyc00g500274.1.1	1797	1365.59	36.2483	0.684294
Solyc00g500275.1.1	408	89.9044	7.80917	2.23923
Solyc00g500276.1.1	672	249.155	0	0
Solyc00g500277.1.1	753	323.84	3.853	0.306721
Solyc00g052430.2.1	1180	748.589	24.1542	0.83181
Solyc00g500278.1.1	1848	1416.59	6.57461	0.119647
Solyc00g500279.1.1	342	73.7337	0	0
Solyc00g500280.1.1	966	534.608	0	0
Solyc00g500281.1.1	768	338.188	17	1.29589
Solyc00g500282.1.1	902	470.733	0	0
Solyc00g500283.1.1	895	463.748	0	0
Solyc00g500284.1.1	702	275.944	0	0
Solyc00g500285.1.1	522	138.418	0	0
Solyc00g500286.1.1	786	355.684	0	0
Solyc00g500287.1.1	659	237.887	0	0
Solyc00g500288.1.1	4394	3962.59	0	0
Solyc00g500289.1.1	1914	1482.59	0	0
Solyc00g500290.1.1	6483	6051.59	165.524	0.705125
Solyc00g500291.1.1	1140	708.589	8.20288	0.298433
Solyc00g500292.1.1	1524	1092.59	0	0
Solyc00g500293.1.1	345	74.5845	36.4701	12.6056
Solyc00g500294.1.1	1242	810.589	254	8.07808
Solyc00g500295.1.1	1356	924.589	61.2	1.70639
Solyc00g500296.1.1	1062	630.589	242.5	9.91381
Solyc00g500297.1.1	429	96.1889	189.261	50.7238
Solyc00g500298.1.1	402	88.4538	849.207	247.499
Solyc00g500299.1.1	909	477.717	1.29929	0.0701151
Solyc00g500300.1.1	216	43.4177	0	0
Solyc00g500301.1.1	501	127.135	218.64	44.3342
Solyc00g500302.1.1	695	269.559	67.7996	6.4841
Solyc00g500303.1.1	798	367.413	62.8128	4.40726
Solyc00g500304.1.1	708	281.436	0.0671148	0.00614772
Solyc00g500305.1.1	2233	1801.59	0	0
Solyc00g500306.1.1	420	93.3105	0	0
Solyc00g500307.1.1	750	321.018	0	0
Solyc00g500308.1.1	851	419.857	0	0
Solyc00g500309.1.1	1773	1341.59	0	0
Solyc00g500310.1.1	408	89.9044	0	0
Solyc00g500311.1.1	2027	1595.59	69.5909	1.12436
Solyc00g500312.1.1	2463	2031.59	0	0
Solyc00g500313.1.1	186	35.4841	29.8983	21.7214
Solyc00g500314.1.1	789	358.589	30.7784	2.21271
Solyc00g500315.1.1	525	140.061	41	7.54643
Solyc00g500316.1.1	693	267.709	296.675	28.5689
Solyc00g500317.1.1	1083	651.589	0	0
Solyc00g500318.1.1	489	121.09	127.356	27.1136
Solyc00g012540.1.1	1113	681.589	0	0
Solyc00g500319.1.1	4353	3921.59	16.0925	0.105788
Solyc00g500320.1.1	1140	708.589	8.20288	0.298433
Solyc00g500321.1.1	225	45.841	17	9.56026
Solyc00g500322.1.1	510	131.613	458	89.7101
Solyc00g500323.1.1	1619	1187.59	469	10.1808
Solyc00g500324.1.1	3556	3124.59	124.377	1.02618
Solyc00g500325.1.1	501	127.135	218.64	44.3342
Solyc00g500326.1.1	216	43.4177	0	0
Solyc00g500327.1.1	6624	6192.59	25.2156	0.104972
Solyc00g500328.1.1	423	94.2517	3.18723	0.871765
Solyc00g500329.1.1	1062	630.589	242.5	9.91381
Solyc00g500330.1.1	1356	924.589	61.2	1.70639
Solyc00g500331.1.1	294	62.7713	8.38249	3.4426
Solyc00g500332.1.1	1618	1186.59	0	0
Solyc00g500333.1.1	495	124.178	0	0
Solyc00g500334.1.1	225	45.841	17	9.56026
Solyc00g500335.1.1	693	267.709	63.6741	6.13162
Solyc00g500336.1.1	363	78.3414	0	0
Solyc00g500337.1.1	796	365.419	0	0
Solyc00g500338.1.1	739	310.564	0	0
Solyc00g500339.1.1	1173	741.589	66.7271	2.31961
Solyc00g500340.1.1	354	76.4005	20	6.74853
Solyc00g500341.1.1	501	127.135	45	9.12478
Solyc00g500342.1.1	561	162.316	48.8647	7.76086
Solyc00g500343.1.1	444	101.605	30.9945	7.86405
Solyc00g500344.1.1	255	53.1599	6	2.90966
Solyc00g500345.1.1	2409	1977.59	1034.69	13.4881
Solyc00g500346.1.1	840	408.947	6.66667	0.420259
Solyc00g500347.1.1	402	88.4538	0	0
Solyc00g500348.1.1	1827	1395.59	11.7928	0.217839
Solyc00g500349.1.1	1497	1065.59	0	0
Solyc00g500350.1.1	1863	1431.59	6.81367	0.122698
Solyc00g500351.1.1	2178	1746.59	66.9318	0.987909
Solyc00g500352.1.1	506	129.636	0	0
Solyc00g032030.1.1	429	96.1889	0	0
Solyc00g500353.1.1	2374	1942.59	40.6747	0.539783
Solyc00g076250.1.1	309	66.4793	0	0
Solyc00g500354.1.1	796	365.419	0	0
Solyc00g500355.1.1	490	121.569	0	0
Solyc00g500356.1.1	1101	669.589	0	0
Solyc00g500357.1.1	840	408.947	6.66667	0.420259
Solyc00g500358.1.1	1536	1104.59	1569.66	36.6336
Solyc00g500359.1.1	408	89.9044	7.80917	2.23923
Solyc00g500360.1.1	672	249.155	0	0
Solyc00g500361.1.1	867	435.807	0	0
Solyc00g500362.1.1	1185	753.589	249.308	8.52858
Solyc00g500363.1.1	243	50.1679	35	17.9853
Solyc00g500364.1.1	966	534.608	0.852504	0.041109
Solyc00g308530.1.1	165	30.4563	0	0
Solyc00g284510.1.1	810	379.184	0	0
Solyc00g500365.1.1	591	183.517	0	0
Solyc00g500366.1.1	919	487.692	0	0
Solyc00g500367.1.1	396	86.8475	0	0
Solyc00g500368.1.1	3425	2993.59	0	0
Solyc00g500369.1.1	453	104.923	0	0
Solyc00g500370.1.1	837	405.974	0	0
Solyc00g500371.1.1	306	65.7637	0	0
Solyc00g500372.1.1	864	432.822	0	0
Solyc00g500373.1.1	1429	997.589	197.564	5.10541
Solyc00g500374.1.1	1024	592.589	0	0
Solyc00g500375.1.1	4999	4567.59	0	0
Solyc00g006650.1.1	156	28.1966	0	0
Solyc00g500376.1.1	428	95.8986	0	0
Solyc00g500377.1.1	1147	715.589	0	0
Solyc00g500378.1.1	286	60.7644	0	0
Solyc00g500379.1.1	633	216.164	0	0
Solyc00g500380.1.1	201	39.412	0	0
Solyc00g500381.1.1	860	428.843	0	0
Solyc00g500382.1.1	618	204.151	0	0
Solyc00g500383.1.1	243	50.1679	0	0
Solyc00g500384.1.1	1695	1263.59	0	0
Solyc00g500385.1.1	572	169.793	0	0
Solyc00g500386.1.1	249	51.6534	0	0
Solyc00g500387.1.1	486	119.732	0	0
Solyc00g500388.1.1	858	426.843	0	0
Solyc00g500389.1.1	237	48.3344	0	0
Solyc00g500390.1.1	528	141.768	0	0
Solyc00g500391.1.1	393	85.9028	0	0
Solyc00g500392.1.1	465	110.239	0	0
Solyc00g500393.1.1	282	59.8526	0	0
Solyc00g500394.1.1	540	148.914	0	0
Solyc00g500395.1.1	3502	3070.59	0	0
Solyc00g500396.1.1	4287	3855.59	0	0
Solyc00g500397.1.1	4464	4032.59	0	0
Solyc00g500398.1.1	5306	4874.59	0	0
Solyc00g500399.1.1	318	68.5971	0	0
Solyc00g500400.1.1	276	58.6124	0	0
Solyc00g500401.1.1	252	52.4783	0	0
Solyc00g500402.1.1	324	69.7302	0	0
Solyc00g500403.1.1	363	78.3414	0	0
Solyc00g007920.1.1	366	79.1591	0	0
Solyc00g007940.1.1	1031	599.589	0	0
Solyc00g007930.1.1	489	121.09	0	0
Solyc00g500404.1.1	6649	6217.59	0	0
Solyc00g500405.1.1	480	116.913	0	0
Solyc00g500406.1.1	1665	1233.59	41.9056	0.875744
Solyc00g500407.1.1	596	187.211	0	0
Solyc00g500408.1.1	1468	1036.59	0	0
Solyc00g500409.1.1	360	77.6261	0	0
Solyc01g004000.1.1	465	110.239	0	0
Solyc01g004002.1.1	1800	1368.59	0	0
Solyc01g004004.1.1	282	59.8526	0	0
Solyc01g004006.1.1	306	65.7637	0	0
Solyc01g004008.1.1	798	367.413	0	0
Solyc01g005000.3.1	1756	1324.59	25	0.486557
Solyc01g005010.4.1	1100	668.589	400	15.4233
Solyc01g005020.3.1	4008	3576.59	2734	19.7063
Solyc01g005030.4.1	4253	3821.59	1872	12.6281
Solyc01g005040.3.1	681	257.014	19	1.90578
Solyc01g005050.4.1	705	278.715	0	0
