"target_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annotation"
"Solyc04g049890"	111.259982682141	1.27895278088526	0.309527309907685	4.1319545640955	3.59691531384875e-05	0.0162659704322868	"D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein (AHRD V3.3 *** Q8VZN6_ARATH)"
"Solyc04g053130"	3933.73986009621	4.14114296373715	0.709235195313418	5.83888531068616	5.2551227984451e-09	1.32026201772936e-05	"Stress enhanced protein 2, chloroplastic (AHRD V3.3 *** A0A1U8F0B2_CAPAN)"
"Solyc04g056310"	29.8791660507316	5.64947967889793	1.37463794978234	4.10979464068519	3.96011135345025e-05	0.0171880698894193	"MYB transcription factor (AHRD V3.3 *-* A0A0U3IU11_MESCR)"
"Solyc04g057790"	72.1775832366879	9.43215703546145	1.80632804914391	5.22172981808688	1.77259464842957e-07	0.000261461320808973	"Zinc finger BED domain-containing protein RICESLEEPER 2 (AHRD V3.3 *-* A0A2U1Q290_ARTAN)"
"Solyc04g057860"	25.0429120732464	7.90272764090303	1.30293352845035	6.06533446898261	1.31679329114665e-09	4.96233551768615e-06	"60S ribosomal protein L27 (AHRD V3.3 *** A0A1U8H3W7_CAPAN)"
"Solyc04g058130"	128.168186526853	3.46892151090966	0.51256572186717	6.76775945584716	1.30791966851429e-11	7.39334290619415e-08	"hexokinase-2-like (AHRD V3.3 *-* XP_022894059.1)"
"Solyc04g058140"	649.350535405105	2.3653385639263	0.485811753541542	4.86883766537781	1.12256575382062e-06	0.00105848750928359	"GTPase OBG (AHRD V3.3 *** A0A2K3NYU9_TRIPR)"
"Solyc04g063317"	32.642247348124	8.28638870274489	1.84705505636569	4.48627054953597	7.24806940420065e-06	0.00430826655258493	"Unknown protein"
"Solyc04g063320"	30.8601588381048	8.20535867946147	1.84305199213694	4.45204948881973	8.50545561846735e-06	0.00469065504851623	"Unknown protein"
"Solyc04g064470"	25.827267970244	7.94801225867995	1.63248074467278	4.86867136694655	1.12351069049605e-06	0.00105848750928359	"Glutathione S-transferase (AHRD V3.3 *-* A0A200PZB1_9MAGN)"
"Solyc04g064830"	343.277195555292	1.50122450708127	0.377097534793044	3.9809979344075	6.86265457129731e-05	0.0242377015851153	"B3 domain-containing protein (AHRD V3.11 *** tr|A0A2I0VT99|A0A2I0VT99_9ASPA)"
"Solyc04g071600"	113.568359631776	7.1861644839189	1.02710284824571	6.99653836633096	2.62363952074682e-12	1.97743710678688e-08	"Abscisic acid stress ripening 5"
"Solyc04g071780"	98.9059817801638	9.88745447790366	1.87580467786556	5.27104692432818	1.35647781281751e-07	0.000235933229427822	"Cytochrome P450 (AHRD V3.3 *-* A0A200Q069_9MAGN)"
"Solyc04g072070"	24.8018644226754	7.89352432419155	2.10362742944979	3.75233951301734	0.000175191983411978	0.0483081211820517	"DNA-binding WRKY (AHRD V3.11 *-* tr|A0A200R2S6|A0A200R2S6_9MAGN)"
"Solyc04g072700"	34.1372623714767	8.3501002510029	1.60153961940217	5.21379561881828	1.85015308166095e-07	0.000261461320808973	"Heavy metal-associated isoprenylated plant protein (AHRD V3.3 *** A0A2R6RNU7_ACTCH)"
"Solyc04g077120"	435.501725266145	2.61554743613565	0.526448863486446	4.96828394464373	6.75480047067919e-07	0.000694239970193305	"Inositol-tetrakisphosphate 1-kinase (AHRD V3.3 *** A0A1U8GD06_CAPAN)"
"Solyc06g062430"	127.160147703196	4.45306833483929	1.17873107456432	3.77784927447106	0.00015818856457758	0.0441580448600453	"Inositol oxygenase (AHRD V3.3 *** A0A2U1PDJ1_ARTAN)"
"Solyc06g068160"	75.7434236549459	5.95920718670759	1.27675407001939	4.66746676328752	3.04936057862008e-06	0.00234759617473134	"SNF4"
"Solyc07g009230"	2367.99868545704	7.26105338020563	1.66657146057284	4.35688090909096	1.31929002406788e-05	0.00677965153049972	"Defensin-like protein.1"
"Solyc07g017980"	271.121873774096	5.74168173871074	1.35804242932633	4.22791042070679	2.35871658278475e-05	0.011347434181563	"protein PELP.1"
"Solyc07g044970"	202.716943065238	6.37806536157894	1.56866449466673	4.0659206498672	4.78432135838149e-05	0.0196687800426116	"P-loop containing nucleoside triphosphate hydrolase (AHRD V3.3 *** A0A2U1P4X5_ARTAN),Pfam:PF13671"
"Solyc07g052220"	226.95166504416	9.52905251095402	1.91353983981357	4.97980356232478	6.36488444364855e-07	0.000694239970193305	"glycine-rich cell wall structural protein 1-like (AHRD V3.11 *-* XP_019070286.1)"
"Solyc07g052730"	49.0413097055401	8.87418277916694	1.93895223572031	4.57679287590612	4.72158521912864e-06	0.00333624260592868	"formin I2I isoform"
"Solyc07g052870"	22.9689924126176	5.88282871682919	1.53758851077383	3.82600980405903	0.000130237104958072	0.0382440413013893	"STOREKEEPER protein (AHRD V3.11 *-* sp|Q94IK2|STK_SOLTU)"
"Solyc07g052990"	416.572329103853	5.23575060347316	1.2988604538522	4.03103396361388	5.55320175418809e-05	0.0209272408106578	"Unknown protein"
"Solyc07g053710"	414.966681825056	4.99837194103953	0.937024856261768	5.33430026710325	9.59136960582128e-08	0.000180725381797687	"Tyrosine aminotransferase (AHRD V3.3 *** A0A2G2V8D6_CAPBA)"
"Solyc07g053735"	20.198908579327	6.85836200318718	1.49418618425182	4.59003173464716	4.4317862476534e-06	0.00323248770469971	"Unknown protein"
"Solyc07g053740"	2446.04121754746	5.26313368785308	1.20652821524555	4.36221351589523	1.28753122898266e-05	0.00677031828337837	"Ethylene Response Factor F.4"
"Solyc07g053890"	3860.90823027603	4.6699899654026	1.22270438004981	3.81939415741061	0.000133779847235968	0.0387807195622113	"O-acyltransferase WSD1-like protein (AHRD V3.3 *** A0A2K3N315_TRIPR)"
"Solyc07g054060"	272.541900566108	3.01140526822311	0.786114896000868	3.83074444148402	0.00012775614358593	0.0380091337187035	"hypothetical protein (AHRD V3.3 --* AT4G28290.2)"
"Solyc07g054080"	570.35207614066	2.65159217734189	0.587256628828741	4.51521881094876	6.32514227965277e-06	0.00397271644681191	"E3 ubiquitin-protein ligase RMA1.1"
"Solyc07g054110"	24.0239261463275	3.9202326605925	0.996019294003024	3.93590032261022	8.2885372323129e-05	0.0275606051999746	"Pentatricopeptide repeat (AHRD V3.3 *-* A0A200QWZ8_9MAGN)"
"Solyc07g054130"	15.5129661095189	7.21536974579854	1.89670609632859	3.80415803996474	0.000142287320885889	0.0407247925639345	"Unknown protein"
"Solyc07g054220"	402.118366443648	3.35000941541268	0.825227259607942	4.05949921843862	4.91780725178065e-05	0.019825965984104	"Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3C0R2_CAPCH)"
"Solyc07g054370"	286.319647338579	4.21068129125018	0.802066818847157	5.24978866137657	1.52273808246304e-07	0.00024593307701837	"F-box family protein (AHRD V3.3 *** I0J3I6_ARAHH)"
"Solyc07g054470"	236.545090442082	6.38502547385725	1.13329537229778	5.63403471851428	1.76041556587078e-08	3.98047563599043e-05	"hypothetical protein (AHRD V3.3 *** AT1G52855.1)"
"Solyc07g054580"	1062.0879625829	2.5145964853182	0.561174320959022	4.48095429780333	7.43100241257849e-06	0.00430826655258493	"Auxin-responsive GH3 family protein (AHRD V3.3 *** A0A2U1MRW5_ARTAN)"
"Solyc07g054730"	1642.17604746124	4.5513825041822	1.01960262462526	4.46387876439117	8.04891183527883e-06	0.00454984863768724	"Wound-responsive family protein (AHRD V3.3 *** AT4G28240.1)"
"Solyc07g054760"	208.530815977415	10.9631718077055	1.85603278522427	5.90677702192678	3.48865430258654e-09	9.86024530447303e-06	"Wound-responsive family protein (AHRD V3.3 *** A0A2K3L288_TRIPR)"
"Solyc07g054770"	59.1729472891363	9.14539979767903	1.83488065253341	4.98419326894749	6.22208634813371e-07	0.000694239970193305	"Wound-responsive family protein (AHRD V3.3 *** A0A2K3L288_TRIPR)"
"Solyc07g054780"	53.4728806892529	8.99920858652785	1.80833813781282	4.97650765548327	6.474171698018e-07	0.000694239970193305	"Wound induced protein (AHRD V3.3 *** Q04129_SOLLC)"
"Solyc07g054880"	420.342339377207	7.419654520473	0.980726477507619	7.56546773299018	3.8647144403548e-14	4.36925291054312e-10	NA
"Solyc07g054900"	1273.02896531033	7.16006745359976	0.75228654573318	9.51773960894322	1.76986764967148e-21	4.00184774267218e-17	"Methylketone synthase Id (AHRD V3.3 *** E0YCS6_SOLLC)"
"Solyc07g054920"	82.6735903801948	9.62798219695093	1.53875181432842	6.25700786007067	3.92433642046496e-10	1.77466341606267e-06	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1MCV6_ARTAN)"
"Solyc07g055400"	36.4331510179662	6.89976805045504	1.72815020979908	3.99257426312335	6.53598539523749e-05	0.0234579628209071	NA
"Solyc07g055410"	17.6927389498585	7.40217432586952	1.85326280735104	3.99413094381892	6.49319734306441e-05	0.0234579628209071	NA
"Solyc07g055415"	42.0646235676628	8.65276884778629	1.81179444543001	4.77580051622946	1.78993764812912e-06	0.00155662616007106	"Lectin-domain receptor-like kinase (AHRD V3.11 *-* tr|G4XXY5|G4XXY5_NICAT)"
"Solyc07g055530"	229.352681674236	4.94939344699407	0.96945543657733	5.10533363397078	3.30211391362114e-07	0.000414800542782709	"Cytochrome (AHRD V3.3 *** A0A2G3C1H9_CAPCH)"
"Solyc07g055640"	279.118872047642	3.02023676903167	0.744684958109717	4.05572415038184	4.99792163590255e-05	0.019825965984104	"Immunity to Fusarium wilt race 3"
"Solyc07g055710"	139.780038812313	5.40384318371561	1.15215968540856	4.69018596306761	2.72956858532629e-06	0.00228586204751158	"Heat stress transcription factor A-5 (AHRD V3.3 *** A0A2G2Z4R4_CAPAN)"
"Solyc07g055840"	62.1827208463487	9.21651883871609	1.66460387687557	5.53676401139671	3.08111252136168e-08	6.33336683822809e-05	"Citrate synthase (AHRD V3.3 *** A0A2G2WEG9_CAPBA)"
"Solyc07g056080"	19.3972087288409	7.54033401018556	1.92362455210136	3.91985743888979	8.8601363778193e-05	0.0290342816867931	"Unknown protein"
"Solyc07g056200"	68.886311659731	5.79833676006549	1.41710095607756	4.09168925841029	4.28242241626971e-05	0.0179314543063471	"Heavy metal-associated isoprenylated plant protein (AHRD V3.3 *** A0A2R6QEC1_ACTCH)"
"Solyc07g061960"	730.941008871151	1.1578429291109	0.297711109422172	3.88914922039075	0.000100596254014992	0.0312254507675373	"Beta-lactamase-like (AHRD V3.3 *** A0A200QS30_9MAGN)"
"Solyc07g062890"	137.477216497287	2.1679170596611	0.447279020823238	4.84690083534646	1.25405070667264e-06	0.00113421362114301	"Protein yippee-like (AHRD V3.11 *** tr|A0A1U8EEB0|A0A1U8EEB0_CAPAN)"
"Solyc07g063310"	502.218921450989	2.3378938764253	0.590282325950735	3.9606367557419	7.47501685487636e-05	0.0256087281978196	"LanC-like protein GCR2 (AHRD V3.3 *** A0A2G3C2B6_CAPCH)"
"Solyc07g063450"	298.547881537852	1.80820772139418	0.462708098582394	3.90787999374556	9.31095308531899e-05	0.029816926544462	"Lysine-specific histone demethylase 1-like protein 2 (AHRD V3.11 *** tr|A0A2G3C377|A0A2G3C377_CAPCH)"
"Solyc07g063465"	237.425569722683	1.75275048854308	0.426894366585965	4.10581779881634	4.02886959506091e-05	0.0171880698894193	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (AHRD V3.11 *** tr|A0A2U1LBB5|A0A2U1LBB5_ARTAN)"
"Solyc07g063900"	921.841486896055	1.9152372852557	0.499248448376518	3.83624083656898	0.000124931899644612	0.0376644691048575	"RNA binding protein (AHRD V3.3 *-* B6U487_MAIZE)"
"Solyc08g036640"	97.4065237256386	-4.6322467753907	1.12293845703233	-4.12511188514522	3.70554572911779e-05	0.0164286459766828	"Jasmonate ZIM domain protein f (AHRD V3.3 *** I3WTA4_NICAT)"
"Solyc08g078870"	60.4749609754668	4.91561182859081	1.1779315137998	4.17308796903981	3.00498849383313e-05	0.0138664887416451	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (AHRD V3.3 *** A0A2U1PU47_ARTAN)"
"Solyc09g091800"	73.001259467425	3.34072178013443	0.743464842898351	4.49344957202123	7.00786220180941e-06	0.00428256141203007	NA
"Solyc10g005430"	100.937108140261	8.53224537667606	1.82481979669056	4.67566462844708	2.93003111574243e-06	0.00234759617473134	"Quinone reductase (AHRD V3.3 *** F8WQS4_NICBE)"
"Solyc10g079150"	91.8116881555662	6.42145686054624	1.64377084058705	3.90654019525795	9.3627074638751e-05	0.029816926544462	"Nuclear transcription factor Y subunit A-7 (AHRD V3.3 *** A0A2G3BHM5_CAPCH)"
"Solyc10g079380"	68.5211186346668	7.9739149132385	1.97555463884328	4.03629176154164	5.43026796007374e-05	0.0208849008198467	"Heat stress transcription factor B-3 (AHRD V3.3 *-* A0A2G2VW77_CAPBA)"
"Solyc11g008490"	47.8484617581241	2.99411916468962	0.706285720418314	4.23924635332608	2.24271436602477e-05	0.0110239162022144	"Pumilio-like protein 2 (AHRD V3.3 *** A0A2G2Y5N2_CAPAN)"
"Solyc11g010120"	94.9878373632357	2.66999505149627	0.585024303586236	4.56390449957213	5.02109262149968e-06	0.00344036137165846	"Peroxidase (AHRD V3.3 *** K4D5H3_SOLLC)"
"Solyc11g012705"	57.432732708086	9.10115646422195	1.52048131326463	5.98570754196305	2.15451197882587e-09	6.95938147903311e-06	"Pollen Ole e 1 allergen and extensin family protein (AHRD V3.11 *** tr|Q58FY6|Q58FY6_ARATH)"
"Solyc11g042630"	42.6696233203764	3.73472740520692	0.938989854747067	3.97738845241617	6.96762904352966e-05	0.0242377015851153	"DUF506 domain-containing protein (AHRD V3.3 *** A0A1Q3CKJ0_CEPFO)"
"Solyc12g088170"	177.464062600375	-2.73521878049984	0.602758028433049	-4.53783882001608	5.68336715079177e-06	0.00369516355158438	"HXXXD-type acyl-transferase family protein (AHRD V3.3 *** F4JBC7_ARATH)"
"Solyc12g098590"	213.855924142396	-2.39405672951742	0.593255344625202	-4.03545749938402	5.44960040852219e-05	0.0208849008198467	"Glycosyltransferase (AHRD V3.3 *** A0A2I4GJH4_9ROSI)"
"Solyc12g099160"	363.53762916036	-1.23608732299971	0.313189774616123	-3.94676781678068	7.92133062392579e-05	0.0267327174235203	"Carboxypeptidase (AHRD V3.3 *** A0A1U8EWS6_CAPAN)"
